Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;média;desvio;confianca
External Fragmentation Per Link;2;<7-5>; ;0.6010536867646125;0.6009194357907621;0.6214274728431015;0.6099723165075205;0.6019128825400529;0.5970893295046316;0.6128473272222215;0.6317490525122382;0.6217888582694081;0.621167762729758;;;;
External Fragmentation Per Link;2;<15-13>; ;0.4518609078724953;0.4687584217301368;0.4643465075095034;0.45344836980191555;0.4381294034503604;0.45874225812489866;0.44426666580292745;0.4552510051841786;0.4614824476424207;0.46206826042348803;;;;
External Fragmentation Per Link;2;<19-18>; ;0.5707753259874102;0.5746268246616684;0.5753685993140366;0.5488007972866005;0.5674527497651563;0.5608628286928655;0.5780845876748661;0.5833150341506551;0.5703677043390503;0.5665496050161539;;;;
External Fragmentation Per Link;2;<9-15>; ;0.4778952645847727;0.4372903344064623;0.4637781146291561;0.4363349499152624;0.45499090812940945;0.45511397840380324;0.4629341452938255;0.4458818647355898;0.4350952402982347;0.4407417266611222;;;;
External Fragmentation Per Link;2;<16-22>; ;0.5079331364467469;0.5085174095343908;0.48448185274693356;0.48879995836405365;0.48635135806972146;0.4687011417293813;0.5136882643861279;0.5056232152317681;0.5111028137019707;0.496744225809398;;;;
External Fragmentation Per Link;2;<7-9>; ;0.5425237421353201;0.5709283606198032;0.5496383258800474;0.5336111625351134;0.5454887332161323;0.5431508874312283;0.5601390974157967;0.565761536518587;0.5523896978304197;0.5738008289577119;;;;
External Fragmentation Per Link;2;<9-7>; ;0.5288408016781382;0.5447555377931775;0.5515019485002647;0.5469700066669595;0.5261228606836929;0.5232241076190551;0.5554132313626035;0.5712436511178172;0.5591758757074983;0.5438699760714311;;;;
External Fragmentation Per Link;2;<9-16>; ;0.48459614793516315;0.4775320229273781;0.4671325585764624;0.4693249099284909;0.471895919186931;0.46273013470527286;0.49911924796695073;0.4852975658938214;0.4818026523924256;0.47320083741677654;;;;
External Fragmentation Per Link;2;<9-8>; ;0.47260940075350516;0.4806937478783335;0.47429749873770577;0.45697742763994403;0.46449314239399425;0.47084774826822123;0.46539376999514387;0.47335501835150845;0.4620496861696166;0.4637624314899284;;;;
External Fragmentation Per Link;2;<21-16>; ;0.46461425590029237;0.47678219469590366;0.4844271315842242;0.47526909822128555;0.47976223232360743;0.45354465593438703;0.5003436479080662;0.48951762140523664;0.48057570381731074;0.47781604289384433;;;;
External Fragmentation Per Link;2;<19-14>; ;0.5411301263654305;0.5723200298882453;0.5586127850192367;0.5544583103320224;0.5328734700879626;0.5369241887149474;0.5653267338591262;0.5672823843951244;0.5790151740031944;0.565605190516147;;;;
External Fragmentation Per Link;2;<21-15>; ;0.4689086092733658;0.46189484903119543;0.4625078867431755;0.4580668480202511;0.46531184726039443;0.4534173572636619;0.45569754924064854;0.46841519564304585;0.4750427489244389;0.47706877912323076;;;;
External Fragmentation Per Link;2;<11-12>; ;0.4450725723582277;0.47224188472303213;0.46832386221346994;0.4649553754674391;0.4451941936627889;0.4807288811370457;0.46462635946653724;0.4824495649466636;0.47477145301340096;0.48540619919896066;;;;
External Fragmentation Per Link;2;<15-14>; ;0.5175224971295761;0.4983516818842975;0.515514197935526;0.4999786677821662;0.503069538597537;0.4963010520873109;0.5037225389361041;0.4980316268951908;0.5122409946366181;0.5075626818582538;;;;
External Fragmentation Per Link;2;<9-10>; ;0.44359940584821467;0.45148693645574134;0.4488909449276665;0.46659939710441506;0.44700066067147587;0.4387267596909909;0.455514061318792;0.4467526869302915;0.4477718595749942;0.4471330963420698;;;;
External Fragmentation Per Link;2;<22-27>; ;0.3699473103758485;0.37589550245154996;0.3714023496800602;0.36065145712813484;0.3783733040521643;0.35328694139674294;0.38626447754719045;0.385832284795214;0.3791346725587686;0.3673401466207629;;;;
External Fragmentation Per Link;2;<16-21>; ;0.48095100109977945;0.4901935397478595;0.4688488451756463;0.4586943659836014;0.4685167305242859;0.46571422841189436;0.4672635153503838;0.491271985777833;0.46371517286245;0.467466889843111;;;;
External Fragmentation Per Link;2;<9-13>; ;0.5678575251919966;0.6041136681505828;0.5989313425105316;0.5788946495823463;0.5798004694512845;0.5826816687663611;0.5959139602566101;0.5952771234054605;0.5832281480180419;0.6064694746031853;;;;
External Fragmentation Per Link;2;<26-21>; ;0.48778838317756745;0.47651180843343927;0.5015696107222253;0.4882842010395626;0.48083740259046964;0.47371407452974973;0.4825109763895648;0.4900088848913467;0.5104920693847934;0.5106938787187676;;;;
External Fragmentation Per Link;2;<26-25>; ;0.34220661118934675;0.3354592066963383;0.3229307127097868;0.3247571323018419;0.34032493150440307;0.33233594128401256;0.35397801416165303;0.34083379785165374;0.3118921977264865;0.3171079954499757;;;;
External Fragmentation Per Link;2;<26-27>; ;0.44099733413780584;0.4352471752306177;0.4474701520158939;0.4409058639085749;0.4452446633579187;0.4674785548350702;0.4436897011492436;0.4508386349880552;0.45692482458462863;0.4415572261816817;;;;
External Fragmentation Per Link;2;<11-14>; ;0.5310734119932536;0.5399450715270826;0.5440583245642397;0.54242340206328;0.5333835940435053;0.532273583505128;0.5357063643476403;0.563178846211967;0.5410179946654489;0.5322258317088273;;;;
External Fragmentation Per Link;2;<11-17>; ;0.5159243668562301;0.5277036203824412;0.5305171293845257;0.5236304829583327;0.5184230611861735;0.5096610448613044;0.5052650596796227;0.5092134452722643;0.5232723639368079;0.5264031365144309;;;;
External Fragmentation Per Link;2;<11-18>; ;0.4242270212683027;0.4441844472465603;0.43263530566585345;0.4148956629457987;0.42272946956323354;0.4620827718368051;0.43361461025904974;0.4564826684946545;0.4526579038829964;0.44849669874300996;;;;
External Fragmentation Per Link;2;<14-11>; ;0.5141991974110482;0.5295715700753485;0.5249347420098742;0.4982966114366891;0.5029327479881517;0.4958899341705607;0.4892100127606777;0.5039453133362712;0.5157087283920988;0.5176207397140771;;;;
External Fragmentation Per Link;2;<20-19>; ;0.4782199752627;0.4861581447117156;0.5066580511859967;0.4755723901967607;0.46105331966294455;0.46744124709652307;0.4542730617151248;0.48278355299756553;0.4981101921168714;0.47577380938852093;;;;
External Fragmentation Per Link;2;<18-19>; ;0.5421240413980974;0.5292598517409819;0.5372546126363916;0.5443394687393461;0.5178923445079338;0.5345332797236736;0.5536211398171088;0.5690322660280612;0.5638419242439142;0.5457447185504223;;;;
External Fragmentation Per Link;2;<4-12>; ;0.4842558998402012;0.4845196035441053;0.4873576058826414;0.4901863622115123;0.4901846269281155;0.5000532864655554;0.48310511499924275;0.4868072683483481;0.4969155198255523;0.4911002973072564;;;;
External Fragmentation Per Link;2;<15-21>; ;0.46179125718673425;0.46799777215849325;0.4603421623843997;0.442925282041439;0.4499162040212611;0.4669714301869419;0.464085663160636;0.4623328251093459;0.46321829219925703;0.46115567889204995;;;;
External Fragmentation Per Link;2;<14-15>; ;0.5052673075348246;0.5065729399086075;0.5067137552088732;0.4924550341607472;0.4919648972625682;0.5080487279702485;0.5162326188076891;0.5055053384817744;0.5063373653217416;0.5060826150995309;;;;
External Fragmentation Per Link;2;<20-15>; ;0.4566896180195857;0.4640148388521325;0.4643188372876014;0.4856743344434061;0.4347896716611546;0.45697148110687486;0.4478334995849454;0.46737006388851;0.46348843054923067;0.4836301067827947;;;;
External Fragmentation Per Link;2;<21-26>; ;0.49584936324026385;0.4891155613243364;0.4967538746349216;0.47570109038529634;0.4909120603542492;0.5007618628694201;0.497617346234485;0.49507579208534697;0.5052590201434376;0.49265961476904363;;;;
External Fragmentation Per Link;2;<14-13>; ;0.5674829483941757;0.5850251667685155;0.5820295614007183;0.581768291928734;0.5642004455423588;0.5529205009676664;0.5848882220668709;0.6015621577534882;0.5905920597451655;0.5814695688470619;;;;
External Fragmentation Per Link;2;<15-9>; ;0.4381515404343097;0.4654316689150219;0.4579214912388841;0.46072171389085803;0.4503639793113722;0.45012509492283226;0.4631191182941344;0.4566857295075041;0.45161319302719205;0.48091000143470397;;;;
External Fragmentation Per Link;2;<25-28>; ;0.49233088763163513;0.4639730719458889;0.5074056560658777;0.49955935121432116;0.4882045661032139;0.4938243366770708;0.5005966945841578;0.49630045823722774;0.5060863022884186;0.5030500422064808;;;;
External Fragmentation Per Link;2;<24-18>; ;0.5449133938233982;0.5305517217750624;0.5447832727692921;0.5433653233211019;0.5379801062928794;0.5302685288518907;0.5591747346141467;0.5644295003321508;0.5679662733297115;0.5566862426041926;;;;
External Fragmentation Per Link;2;<18-11>; ;0.4099695585741115;0.41866320310906036;0.43926908511929513;0.4231110357253679;0.40405136840951655;0.40493238249245284;0.41842183667879523;0.42932967581471865;0.42533268087028103;0.4362460082449147;;;;
External Fragmentation Per Link;2;<15-20>; ;0.46680714345206026;0.44961914018802257;0.46645623348240167;0.4592582298987183;0.47301380267826776;0.4632969295931581;0.46852146907571596;0.4638987719579368;0.46110454909942156;0.46071716151748826;;;;
External Fragmentation Per Link;2;<8-13>; ;0.3827341679176809;0.39620250279624103;0.3876075397119544;0.38622754396551;0.38259494113510417;0.3759956225976793;0.35989875693319995;0.3708826615713246;0.3955312459024385;0.3844498137702021;;;;
External Fragmentation Per Link;2;<19-20>; ;0.47988046169015064;0.473655351059933;0.49368097095859875;0.49538784207348097;0.47245665845931417;0.49190266274892025;0.5046730669832792;0.4846552508780747;0.5072550615332883;0.4889106322694355;;;;
External Fragmentation Per Link;2;<25-20>; ;0.46568833805582033;0.49103532232218355;0.4942801073421535;0.47140691393641526;0.45291655294474065;0.4623608611107684;0.45056100750552674;0.470195596411749;0.4900935278711662;0.47378681745368656;;;;
External Fragmentation Per Link;2;<11-3>; ;0.3941131560314311;0.3999656756260132;0.4036422619892904;0.38784518170617854;0.3781824614985753;0.3979765358770296;0.38456518184538047;0.4030099600165193;0.38076531408249836;0.39448648603780145;;;;
External Fragmentation Per Link;2;<2-1>; ;0.35878781052835984;0.3212989375436354;0.334261606653725;0.332336212898113;0.3562100637777854;0.32801664801050023;0.3185071112831917;0.34175718953377504;0.31612683210385667;0.3646723533685544;;;;
External Fragmentation Per Link;2;<25-26>; ;0.3254727795238827;0.332231122157255;0.3359682182955143;0.33630648049584827;0.3332703868206782;0.3207926895800515;0.32594520934459176;0.3461877706249083;0.3487966803738326;0.335669479544152;;;;
External Fragmentation Per Link;2;<14-19>; ;0.568888326879996;0.5917090736482726;0.5911400171121717;0.5731014347182513;0.583296069646313;0.5840822190663977;0.5905939322348968;0.597549059150821;0.5912642820707026;0.5871470003841881;;;;
External Fragmentation Per Link;2;<2-3>; ;0.48604892791662785;0.4794014012453939;0.47915471958971156;0.4934752712529404;0.49250004758443744;0.49718733066177906;0.5184453322726577;0.4885653676141119;0.49695479279844296;0.4804226628732627;;;;
External Fragmentation Per Link;2;<4-1>; ;0.47588624618121017;0.466726014939425;0.48415205090700486;0.46198792524238697;0.4572564732647149;0.48479134820345215;0.4542871051463711;0.47210878414295404;0.46412029102456875;0.4777311307662181;;;;
External Fragmentation Per Link;2;<13-9>; ;0.568121288509458;0.586906729354469;0.5957519134546885;0.5879378777033524;0.5674720987345027;0.5568980150330178;0.5894007603115405;0.6070846336998988;0.5953128223076103;0.5794861653936043;;;;
External Fragmentation Per Link;2;<13-8>; ;0.37455307783298775;0.3913704064864092;0.35914665947864016;0.37784234666593086;0.399971529646597;0.37051324190201035;0.38568298062932205;0.376736486975146;0.374032831854978;0.40386938702844716;;;;
External Fragmentation Per Link;2;<4-3>; ;0.4362945671126561;0.43749142176343514;0.45243114610199947;0.41620840702750955;0.43023083326069356;0.4220808341169727;0.44356547751383946;0.41398314971516;0.4215822710299229;0.41558036085720856;;;;
External Fragmentation Per Link;2;<6-5>; ;0.5354250129683111;0.540363078862679;0.5477406508543479;0.4979215887785119;0.5174733169365612;0.5255955692531877;0.5185601715844498;0.5232483070596098;0.5383498264392723;0.5355032547969781;;;;
External Fragmentation Per Link;2;<4-8>; ;0.4491329931682883;0.4512463116248034;0.45234793744646007;0.4705487778133694;0.46151024945425945;0.472529498538523;0.48180007322068735;0.47568087172967016;0.4910165757345947;0.4617021836952538;;;;
External Fragmentation Per Link;2;<8-4>; ;0.4852995625350519;0.49252024538462336;0.4843126316482116;0.46683071682634847;0.4772826091391994;0.48814920752820706;0.4775228504297415;0.4775589835170248;0.48249141652009037;0.4772542347408683;;;;
External Fragmentation Per Link;2;<13-14>; ;0.5716718766364834;0.6036813676673767;0.5942668476547213;0.5673421821872844;0.5788374982441647;0.5886907731485377;0.5968669808862332;0.5983218120737512;0.581352442375896;0.5970784332189636;;;;
External Fragmentation Per Link;2;<18-24>; ;0.5846035500641705;0.5858372019937704;0.5841080011857654;0.5659208640364318;0.5921673610219124;0.5861222797947774;0.5799352170276597;0.5910303508782853;0.5852283978807283;0.5885244198126758;;;;
External Fragmentation Per Link;2;<8-9>; ;0.4446262937042821;0.44635825481086594;0.43380566927034453;0.4489467081814574;0.44850719158108926;0.44998412138857113;0.45950870260409843;0.463222509675111;0.4814363375666734;0.44476601642864555;;;;
External Fragmentation Per Link;2;<13-15>; ;0.44019909884344116;0.4543573160259907;0.4567600288472017;0.4405170943136661;0.450369427116056;0.461544622791282;0.45767724974876905;0.4527993258049319;0.46302743163394045;0.4375205386821927;;;;
External Fragmentation Per Link;2;<20-25>; ;0.4819259688412245;0.47466093692638783;0.48559476852653644;0.4836321340245171;0.47163377753141866;0.4912322182734722;0.49314765996016346;0.4748186485224524;0.4952621783244346;0.486827323748051;;;;
External Fragmentation Per Link;2;<13-12>; ;0.4453280358990035;0.47547227160503097;0.46960035412192147;0.47571056698546477;0.4464724291941039;0.45046133757574397;0.4450106729819394;0.45371398767240184;0.4560879423404687;0.4744577072472296;;;;
External Fragmentation Per Link;2;<10-22>; ;0.22860470922851064;0.2362664831506976;0.2440115705849092;0.23349248128869035;0.22532372936666709;0.24007803113877518;0.23073766664202455;0.270043131971565;0.2189127266092482;0.2457982039279369;;;;
External Fragmentation Per Link;2;<23-17>; ;0.5068050192598995;0.5301250167425532;0.5455473064997708;0.5236357431802542;0.5373579673750398;0.5284760469793294;0.520228224384896;0.5313548286305997;0.5331631707216228;0.5313655773502368;;;;
External Fragmentation Per Link;2;<17-11>; ;0.5282621860441411;0.5617856510062577;0.557119705246104;0.5463016557486845;0.5378014753818926;0.5441197251862314;0.5553373472070788;0.578170467269908;0.5444768992203625;0.5476777221905247;;;;
External Fragmentation Per Link;2;<3-12>; ;0.4867211488457734;0.5020867329647783;0.477428176647753;0.4629020260192937;0.48357825026525814;0.4896099030569402;0.500484724953656;0.479406915501875;0.4807265860290454;0.47184257919966116;;;;
External Fragmentation Per Link;2;<3-11>; ;0.416019747278573;0.40778403923951345;0.41532106715217015;0.4248494129611508;0.4146228207860609;0.42266196431893344;0.43236407993714665;0.43842719759246535;0.42353534419737904;0.41273087722095875;;;;
External Fragmentation Per Link;2;<28-25>; ;0.48176082479686083;0.4808219800114868;0.49703510221192604;0.4850639605844353;0.47414871531256886;0.4787343421631354;0.4643974749804365;0.47005836711710924;0.5024966886215586;0.48175089553141665;;;;
External Fragmentation Per Link;2;<24-23>; ;0.49717982009383455;0.4930295604058863;0.4903510245216982;0.4710999589876503;0.5061679957483021;0.45657113348892786;0.48985679351866107;0.506997793675825;0.4740517614510168;0.49411279124011087;;;;
External Fragmentation Per Link;2;<28-27>; ;0.30287730247566175;0.30994824807425037;0.30593235935530333;0.33077521873525023;0.3308677159143794;0.31744106128460564;0.3538566491627244;0.34267252423810635;0.320013685337798;0.3255435013100103;;;;
External Fragmentation Per Link;3;<17-23>; ;0.5343970757852557;0.52644050925293;0.5472069498997145;0.5166554229032926;0.5500214936638617;0.5393956029956626;0.5235019319965979;0.521883250672122;0.5110714436629389;0.5517445909041743;;;;
External Fragmentation Per Link;3;<12-11>; ;0.5103742688333494;0.5400467170561052;0.5337267118346115;0.5225423524805523;0.535750150575485;0.5272831600399536;0.5235890375274264;0.5201459266738248;0.5351581320460531;0.5495453505166833;;;;
External Fragmentation Per Link;3;<16-9>; ;0.5429282819664785;0.573741269602259;0.5654071641557716;0.5577024839343125;0.5530876699220278;0.5622049786643087;0.5427278561729241;0.5612923950010743;0.5606378676077917;0.545683853560106;;;;
External Fragmentation Per Link;3;<12-13>; ;0.5630908543514803;0.5355078423314763;0.5381984514580133;0.5321451008789038;0.5599044236520219;0.5284509531671718;0.5483980221207333;0.5175815641741637;0.5572789218385965;0.5314382134108548;;;;
External Fragmentation Per Link;3;<22-16>; ;0.5653546981477673;0.5973638189075068;0.5758231772534059;0.5716981911722347;0.5717450520835649;0.5821622417897448;0.5544930172340569;0.5810305435880434;0.5839430860940534;0.5753415579052922;;;;
External Fragmentation Per Link;3;<6-10>; ;0.4120128932007723;0.38069684348130256;0.40603790763668945;0.4403836386196928;0.41366836420138814;0.3862888452516223;0.4134704458657649;0.39634123994457593;0.4077532387825613;0.3865759038107386;;;;
External Fragmentation Per Link;3;<12-3>; ;0.5502539687056922;0.5526421854223363;0.5464035341593755;0.5480017682682999;0.5404057212456088;0.544808478045232;0.5647856167761245;0.5502124541479919;0.5188536732069429;0.5279527122762391;;;;
External Fragmentation Per Link;3;<27-22>; ;0.4440057863827447;0.4815177744669289;0.456899924690567;0.44684763980158226;0.424626459521466;0.4360374609403492;0.43261721389669955;0.45458811179340247;0.43944729476205324;0.41929647618111493;;;;
External Fragmentation Per Link;3;<22-10>; ;0.28265517916567773;0.273226749635797;0.29201184549502346;0.29229531702466127;0.26975966433562193;0.2863156099123439;0.2898781078671165;0.2589835813359046;0.26094927566910076;0.25100431340842577;;;;
External Fragmentation Per Link;3;<27-28>; ;0.32558505752216454;0.32089400779564514;0.36316230584556153;0.32841429517830056;0.33524480990938216;0.3436113494600942;0.3425352674526529;0.342202135217226;0.36605994252023083;0.34362202027504;;;;
External Fragmentation Per Link;3;<23-24>; ;0.45058206690624053;0.4742060812141781;0.470064658932726;0.45565428407981795;0.4574915970720365;0.42820433932333524;0.47360005196009264;0.4371129053367301;0.45364749999095905;0.4597727872742287;;;;
External Fragmentation Per Link;3;<27-26>; ;0.4984506606080525;0.48171958987596925;0.4953431183970106;0.486384162735413;0.49611748408550504;0.4839151720670905;0.47950767150212004;0.48917630964796627;0.45305249037308504;0.4625685384958087;;;;
External Fragmentation Per Link;3;<1-2>; ;0.3913117902216531;0.3665638366217425;0.3787145737978095;0.36620306017866244;0.38571400722239346;0.36343597381216386;0.3714514245591558;0.39879897760690014;0.369265230847943;0.38193736966811925;;;;
External Fragmentation Per Link;3;<1-4>; ;0.5346674473737983;0.5275851443094235;0.5281074677103973;0.5197174615850971;0.5443893709979701;0.5171285463436647;0.5330381327339064;0.5456368995475721;0.5324901864048751;0.5339564173789474;;;;
External Fragmentation Per Link;3;<3-2>; ;0.5476036116337121;0.5416650056033679;0.5328051903655223;0.5549706086486207;0.5585498674337471;0.5346673060738895;0.5425747746415236;0.5616824536866032;0.5511857275892258;0.5310395556289593;;;;
External Fragmentation Per Link;3;<3-4>; ;0.48551303122997386;0.4823530628078387;0.49639982969832935;0.4861788865117361;0.47513173929080893;0.47833503335322636;0.47841777991979006;0.4592813194781953;0.4729704504318402;0.47849444511942313;;;;
External Fragmentation Per Link;3;<10-9>; ;0.5226755649578436;0.5063962211194624;0.5098536149113738;0.5322992768124941;0.5257873791565109;0.4987582247515729;0.5322451418361487;0.5246825758955509;0.5138730642202447;0.49973627939922055;;;;
External Fragmentation Per Link;3;<5-6>; ;0.5972353643399506;0.5562880549438255;0.573595049828411;0.5645726711492977;0.587453189108336;0.5675996795186176;0.5783829086144833;0.5839545518521859;0.569382650628224;0.5556535624774613;;;;
External Fragmentation Per Link;3;<10-6>; ;0.41889780826326733;0.41565218460439507;0.4069375266090053;0.3999587423077142;0.3995637055066974;0.401965875672286;0.43507777900809613;0.4170763037031027;0.41353378066778157;0.39406423002939417;;;;
External Fragmentation Per Link;3;<12-4>; ;0.5628924282934213;0.5505997166999121;0.562971288116708;0.5532241720367157;0.5437934058880722;0.5339919681171685;0.5342964553386772;0.5441075762858799;0.5202597839883103;0.5404662435787441;;;;
External Fragmentation Per Link;3;<5-7>; ;0.6725030567603103;0.6564961763009316;0.6909481077676077;0.6795601184649702;0.6879309047211788;0.6921894164234264;0.6840153381520141;0.6767722214612386;0.6651354434503524;0.6830475397513532;;;;
External Fragmentation Per Link;3;<7-5>; ;0.6898760882237325;0.6678101601281439;0.6721723404874655;0.6776424656821521;0.6873186822475943;0.6925926358201465;0.677638218152654;0.6567235640678233;0.6749205700581701;0.658879082626212;;;;
External Fragmentation Per Link;3;<15-13>; ;0.5142280018676787;0.5131526971790619;0.5247676836495022;0.524376517350494;0.512547897852966;0.5116649430627277;0.5026044896934876;0.5129805980044075;0.4980742973017964;0.48919086539551326;;;;
External Fragmentation Per Link;3;<19-18>; ;0.6332137984611325;0.6316868062174514;0.6463684244326556;0.6494859679350127;0.65516312540934;0.6468281635854823;0.648447481183258;0.6387648442259654;0.6318074668192554;0.6386804986589498;;;;
External Fragmentation Per Link;3;<9-15>; ;0.49360073310200814;0.4830533686291907;0.5026343850333587;0.5160140766502385;0.5160036316269121;0.481124477200242;0.49121968292577434;0.5014093051837575;0.5046160118981553;0.5039955641172469;;;;
External Fragmentation Per Link;3;<16-22>; ;0.5699311373935291;0.5618906205502567;0.5906658779446651;0.5843127005053204;0.5473885257699028;0.5568965497888765;0.5643574009720281;0.5565164402792451;0.5785928439932474;0.5662309291750921;;;;
External Fragmentation Per Link;3;<7-9>; ;0.6392909672604784;0.6204705714944009;0.659725600550406;0.6386606635736004;0.6512511975961283;0.6471463781068258;0.6460444222276543;0.6474876808459026;0.6165571122989091;0.6467731265286688;;;;
External Fragmentation Per Link;3;<9-7>; ;0.6480254064337253;0.6311783175621419;0.6224009738060808;0.6409448049682174;0.6333470021712648;0.6522936774819694;0.6302923394196512;0.6036363687648502;0.6336011545272399;0.6198851213088991;;;;
External Fragmentation Per Link;3;<9-16>; ;0.5613509807689827;0.5483992901333237;0.5649026888268717;0.5493595953432386;0.5366850236531389;0.5524308395958603;0.5500544353954785;0.5397788508441042;0.5458132496768601;0.5452928878442799;;;;
External Fragmentation Per Link;3;<9-8>; ;0.5354559803571467;0.5437036394387587;0.5595011233751654;0.5620134056712661;0.543557658895817;0.5270850489575436;0.5256729660814753;0.5277041384795063;0.5295688140622462;0.5300699369374525;;;;
External Fragmentation Per Link;3;<21-16>; ;0.5508413455895337;0.522586427254762;0.5511955484541075;0.555684935392336;0.551673996711279;0.5454028941288245;0.5369313242944854;0.5299444199184992;0.5355382064395589;0.5367678148797906;;;;
External Fragmentation Per Link;3;<19-14>; ;0.6475056004268843;0.6496288650109522;0.6473398682953648;0.6500844003426286;0.6270015812360459;0.6464465389450265;0.6271407554753861;0.6272980531188376;0.6322763684240928;0.6446793866273687;;;;
External Fragmentation Per Link;3;<21-15>; ;0.5383670810532966;0.5407813961626261;0.5515999163730713;0.5315641077284904;0.5379486030438698;0.5318767901589605;0.5243305778391443;0.5448565921368405;0.5284419398561567;0.5384758632847105;;;;
External Fragmentation Per Link;3;<11-12>; ;0.5417334063563956;0.5128183537777247;0.5446900355469485;0.5393108548341758;0.5256185050776175;0.502993141083997;0.5299834647804823;0.5036204438352608;0.5094013239281576;0.5179713947693735;;;;
External Fragmentation Per Link;3;<15-14>; ;0.5684037547223264;0.5635244018918795;0.5733243962009757;0.5714308919514487;0.5915803213459735;0.5806748264982553;0.5602888241556783;0.5802966751894871;0.5614010768518398;0.5822787587926347;;;;
External Fragmentation Per Link;3;<9-10>; ;0.5183560740486691;0.5268114118211302;0.5031418752412227;0.5139531623790826;0.5010891293289874;0.4993079150623716;0.5408240764116705;0.49879760300285914;0.5086193288638067;0.5196067071078627;;;;
External Fragmentation Per Link;3;<22-27>; ;0.4271188949073684;0.41029667467358155;0.4183113179501816;0.418699398949048;0.414250691162373;0.4211297402515938;0.40795997977412024;0.4173898852507705;0.44628546802979446;0.4170573637458359;;;;
External Fragmentation Per Link;3;<16-21>; ;0.5525836120841806;0.5254392103345396;0.5436674410621001;0.5396289352329315;0.554727079225116;0.5460467551520553;0.5245954169946087;0.5458923491041032;0.5387386979510627;0.5340217155812576;;;;
External Fragmentation Per Link;3;<9-13>; ;0.6678061923727827;0.6581141734055646;0.6925738642280757;0.6722019633007834;0.6839185453464454;0.6778524542765099;0.6743460603746408;0.6806645621130907;0.6556904892129755;0.6919256082664841;;;;
External Fragmentation Per Link;3;<26-21>; ;0.5431781844676489;0.5376285234263587;0.5617727860617976;0.5491128359537755;0.5519092197214513;0.552002475500981;0.5558908272704741;0.5541037922981581;0.5246623166342775;0.5502218645352843;;;;
External Fragmentation Per Link;3;<26-25>; ;0.3706132820220988;0.38213077885036495;0.3846394932406282;0.3674010461852178;0.3828091177588966;0.3654721546852627;0.37255677399409315;0.36583602441657076;0.37427629778205707;0.3763481781065637;;;;
External Fragmentation Per Link;3;<26-27>; ;0.494038084266893;0.48147713771407935;0.49465821036777735;0.49466050246271354;0.47768473646933485;0.49788152689244125;0.5008942134965034;0.48247233531261635;0.49141309821450363;0.4725543608123833;;;;
External Fragmentation Per Link;3;<11-14>; ;0.6295372282297214;0.5996916957238687;0.613220046830357;0.6112800694839846;0.6048434801288661;0.6082708246494887;0.6046133049048448;0.578663640168231;0.6083012754341907;0.6020195384646528;;;;
External Fragmentation Per Link;3;<11-17>; ;0.5910815579466192;0.5889081213829404;0.6002240816736908;0.5850459475453448;0.5965258012240009;0.6017594727902492;0.5855264085781571;0.5894706662214002;0.5660831540429049;0.6101164670479873;;;;
External Fragmentation Per Link;3;<11-18>; ;0.5070951580882874;0.4689235770156404;0.4999076775099882;0.47113858383814805;0.5076476083320954;0.48623407293762294;0.49465068260627815;0.45595856084687825;0.5033787077321629;0.49750075960007156;;;;
External Fragmentation Per Link;3;<14-11>; ;0.5767304311708441;0.5755682136455401;0.5972004075331205;0.5780423873783;0.602396035196437;0.5851132887016695;0.5692608826045563;0.5850060804190207;0.5642541223313436;0.5990011204342137;;;;
External Fragmentation Per Link;3;<20-19>; ;0.5229369465662473;0.5401280924788566;0.5602266350360062;0.5390353480604225;0.5398205093056057;0.5303594348786694;0.5436590659716537;0.5236593364661728;0.5188894242852022;0.5414226687256821;;;;
External Fragmentation Per Link;3;<18-19>; ;0.6390006951495198;0.6206640670317616;0.6404697683208583;0.6135950272035052;0.6156404605694561;0.6313860992405939;0.6127542628545992;0.6189105426818897;0.6203963068051914;0.6239648310129497;;;;
External Fragmentation Per Link;3;<4-12>; ;0.5723000369786028;0.5664288190188779;0.5621487478495062;0.5482427288661136;0.5618330700585428;0.5417472346540092;0.558502631327656;0.5511400408160175;0.5466154284212479;0.5744055267692783;;;;
External Fragmentation Per Link;3;<15-21>; ;0.5574668389967433;0.5469525241359883;0.5396763821203622;0.5342916400239447;0.5406499321546848;0.5278242241870705;0.525925257222896;0.5155624699062982;0.5335358014449291;0.5275084667817233;;;;
External Fragmentation Per Link;3;<14-15>; ;0.6005635588212336;0.5773425955579723;0.5762053228104436;0.5752685243868609;0.5779550828819889;0.5694489724245348;0.5666551125473411;0.5542988565534136;0.5683915871278855;0.5644156265434547;;;;
External Fragmentation Per Link;3;<20-15>; ;0.5375074614317463;0.5292956802474723;0.5203701439254252;0.5234268614537573;0.5039223609637108;0.5199309635227964;0.514628490377669;0.5218932461915127;0.5105012309581435;0.4976463147654648;;;;
External Fragmentation Per Link;3;<21-26>; ;0.5705156406231549;0.5655545695088873;0.554204358713969;0.542096196703615;0.5564429594864172;0.569062533084728;0.5532204481797177;0.5524392794270052;0.5457310082102812;0.5498296158698621;;;;
External Fragmentation Per Link;3;<14-13>; ;0.6636307722131807;0.6535436592445245;0.670171911169286;0.6674611632877306;0.6501248521336438;0.6714882174029153;0.6457466108923474;0.6455130082087418;0.6574478495178879;0.6503979470177205;;;;
