Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;média;desvio;confianca
External Fragmentation Per Link;2;<17-23>; ;0.4735932313499583;0.4781392764672266;0.49413205473391303;0.4725984412560513;0.46957039408047374;0.48197955133229287;0.4842641875614109;0.47327816893626246;0.49608345517555047;0.4574748965484062;;;;
External Fragmentation Per Link;2;<12-11>; ;0.45025599146220524;0.46864346583530814;0.4828149477310271;0.4567127186143207;0.46227079061350757;0.4650226755663874;0.45529083076961463;0.4530906745810678;0.47106847900344684;0.4836430817265208;;;;
External Fragmentation Per Link;2;<16-9>; ;0.48724912584251084;0.5008356116534594;0.5074950188247712;0.4796347172575975;0.48000869624285175;0.47323972766045735;0.4899308948556638;0.48091591194807876;0.4936521186991887;0.48106536759960844;;;;
External Fragmentation Per Link;2;<12-13>; ;0.45610901225339545;0.45464925220315633;0.47657943135498987;0.4642556359786293;0.46473610968292917;0.4741002489151113;0.485954351746758;0.47079469072018265;0.4757263827422213;0.45847459695113363;;;;
External Fragmentation Per Link;2;<22-16>; ;0.5055840611475448;0.531425736779797;0.5260954518515445;0.4986700610459711;0.5139184422669849;0.4905616426212518;0.49501995944108446;0.5033449405468584;0.5116905843207602;0.4970070538043327;;;;
External Fragmentation Per Link;2;<6-10>; ;0.37156588969132087;0.34843830747301474;0.38014524813013456;0.34541769135672495;0.34510224615921503;0.35645221804097416;0.3733552764012176;0.3719727229579093;0.3440001006654071;0.3510087748445575;;;;
External Fragmentation Per Link;2;<12-3>; ;0.4911959009180732;0.5201251347896446;0.5100873471399335;0.5150122691787316;0.497698430073337;0.48647865204663004;0.4676970642666689;0.5134867682188473;0.4994666801107453;0.5310603950936877;;;;
External Fragmentation Per Link;2;<27-22>; ;0.36462498718664677;0.38917412904134524;0.3839970176839545;0.37715320689524817;0.394133585964532;0.39876807660172814;0.40162814489296916;0.4022465383561022;0.3913973162165398;0.39366192751063567;;;;
External Fragmentation Per Link;2;<22-10>; ;0.25517698057339155;0.23670291025866402;0.24273434264658267;0.23548177642652146;0.25582750390917447;0.23625403660925687;0.25295747880988423;0.2488666560795284;0.2578892895077051;0.2299386729309691;;;;
External Fragmentation Per Link;2;<27-28>; ;0.2903463745711767;0.31739057984509106;0.2995268698167641;0.3116282749405466;0.30707810503567334;0.3266734505509571;0.31679355097806333;0.3116159208033449;0.3152806676073167;0.2992739603864095;;;;
External Fragmentation Per Link;2;<23-24>; ;0.4272111616965001;0.41915447498509106;0.43137975178361415;0.42394587062637495;0.4104111550725868;0.403483315112789;0.4270666098865633;0.42746438675308046;0.4273843845980491;0.44246499133332784;;;;
External Fragmentation Per Link;2;<27-26>; ;0.43922348897544317;0.40001827541009954;0.4371149248118458;0.4207798738693487;0.4382119121227323;0.44370546193499927;0.4427374987139916;0.4235139200555226;0.43497028487237577;0.4353299616464481;;;;
External Fragmentation Per Link;2;<1-2>; ;0.30877590509696756;0.33810632044010175;0.3301361715540506;0.316659004766471;0.3194048443460408;0.292333178723649;0.34180300273799696;0.3225074543753275;0.3238417311379023;0.33508727394975596;;;;
External Fragmentation Per Link;2;<1-4>; ;0.46402966024821934;0.46149863638481925;0.45518698466929536;0.4737471615582261;0.48148901260882293;0.47465138372993343;0.4737645907924787;0.48625790091216115;0.48880888044630866;0.4825965681994613;;;;
External Fragmentation Per Link;2;<3-2>; ;0.4710710281684263;0.5037484214934548;0.49928063834578323;0.4902462432544259;0.4904138332321252;0.48232431318925933;0.48748845858984413;0.49438457478376613;0.480434888496689;0.5094977272094728;;;;
External Fragmentation Per Link;2;<3-4>; ;0.42081550499005715;0.4093051879286779;0.41014380961063446;0.41232072650106455;0.4398675771280651;0.41169454229219954;0.43618920257315563;0.4357620194910686;0.4448809347949602;0.42150628986773775;;;;
External Fragmentation Per Link;2;<10-9>; ;0.4600292212264739;0.45364135010892914;0.47609436625184576;0.4489617405752491;0.4457493251700606;0.47482058817131756;0.47364032312415627;0.4623460105861474;0.44523540688779106;0.44234014535750127;;;;
External Fragmentation Per Link;2;<5-6>; ;0.5323506790434251;0.5152022690573141;0.5284377824110011;0.5213518122783848;0.5157958388284716;0.5179365324399838;0.5273930306837665;0.5445034434996976;0.5320838438492335;0.5398294910001938;;;;
External Fragmentation Per Link;2;<10-6>; ;0.33707710182344724;0.34411079349949264;0.35229869671535013;0.34526962758357893;0.37687296502575124;0.3418983556018032;0.3370011402435637;0.3596988534992957;0.3630668526694251;0.37137768183355874;;;;
External Fragmentation Per Link;2;<12-4>; ;0.4658214739947705;0.4949333346593068;0.4779979916334088;0.4991360232567395;0.4636766023768332;0.4901716613655775;0.4810814990122607;0.4959893560007788;0.4969960842613863;0.48378943178178013;;;;
External Fragmentation Per Link;2;<5-7>; ;0.6088620873361504;0.6254969918912561;0.6191827872319268;0.5923017498430638;0.6057312652972932;0.6108567615415448;0.6192127902386833;0.6157534846403818;0.6199789312713313;0.6296683918253435;;;;
