Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
External Fragmentation (Vertical);1;all; ;0.27590447257656975;0.2792388388758261;0.27618015281113706;0.27748338682718676;0.28272092854713776;0.2749303717771558;0.2801563087942895;0.27753506190355265;0.2816620854203703;0.2747054232571102
External Fragmentation (Vertical);2;all; ;0.3228749090182773;0.32497508447492124;0.32463601230842515;0.32536323666297157;0.3220247488166565;0.3232204420184762;0.327529147097281;0.31637488813150777;0.3186095552487949;0.32524291379384973
External Fragmentation (Vertical);3;all; ;0.3710686072604043;0.37063249524486086;0.37253452099675294;0.37351805708662245;0.36665181437291766;0.36377622424770345;0.3678238538665533;0.36522321396670077;0.36380546583822737;0.36714116343119
External Fragmentation (Vertical);4;all; ;0.4146599682842547;0.417698292566054;0.42118336885392327;0.4126125649942127;0.419673864327838;0.4161985579065524;0.41139620281333406;0.42069551604236466;0.4138786420213321;0.4113873995680764
External Fragmentation (Vertical);5;all; ;0.4556772442425578;0.4538070446499469;0.45853509484084604;0.452336714444482;0.45370828997281315;0.45557125289394873;0.4538156674524134;0.45904988973740013;0.45445888044456456;0.45355376560145805


External Fragmentation (Horizontal);1;all; ;0.24184862708330515;0.24518112013012286;0.24294546922008828;0.2458122617275854;0.25099079718880185;0.24085086890480706;0.2509133699699888;0.24255697374403531;0.24782474003874347;0.24056896478457404
External Fragmentation (Horizontal);2;all; ;0.29042523936610964;0.29485965975064593;0.2962673009877047;0.29053279461853965;0.293163208462594;0.29424737669934875;0.29569061554316173;0.2834810358803541;0.28494183272937207;0.29437917143250064
External Fragmentation (Horizontal);3;all; ;0.34202929569510315;0.3461018243584222;0.34990637234017996;0.3516748647751705;0.34091259654322237;0.33690816117791833;0.34139462834945844;0.33748914830287563;0.3415014525890574;0.3446332345238781
External Fragmentation (Horizontal);4;all; ;0.3994460431036391;0.4015283304265132;0.4093350624658966;0.3952449729858059;0.40321474609486974;0.40027763580213505;0.3919834556556496;0.40205909390687744;0.39508514717656995;0.3896543235754561
External Fragmentation (Horizontal);5;all; ;0.4471379734012528;0.44345793610067746;0.45300568975174715;0.4404271354307573;0.4474193180999654;0.4532193968333949;0.44536337756996663;0.45834905565638684;0.4490289967611957;0.44576599495458386


External Fragmentation Per Link;1;<16-12>; ;0.3440294540801308;0.35481741347582363;0.35008538749209905;0.3465097472984377;0.3563789810997106;0.34407249936942647;0.3583755840239103;0.3478900198792753;0.3485107288437281;0.3468368103241337
External Fragmentation Per Link;1;<17-23>; ;0.24645304086303896;0.24015758623586272;0.2306662023910048;0.23928699782518553;0.2550287517010378;0.24103579772381897;0.2481799897457838;0.252970688761189;0.23859297460190296;0.24480771740305338
External Fragmentation Per Link;1;<12-11>; ;0.229941074193774;0.2305384900158207;0.22645078881983888;0.22537578020997373;0.2340011548271413;0.23205277536199506;0.22696288273202256;0.2407179521959388;0.22858065664306396;0.23737274543252207
External Fragmentation Per Link;1;<16-17>; ;0.23114671421723323;0.23386306489962302;0.23397679839387248;0.2305327589790964;0.2297645974783383;0.2440122238487798;0.2445045676402423;0.2409624119301371;0.21997018529518791;0.22577757408164745
External Fragmentation Per Link;1;<12-13>; ;0.2822883232855833;0.2782241392832584;0.27623250930597865;0.2698849338077772;0.28927460902397356;0.2752581455822032;0.2789058014398589;0.2794319219722546;0.2774091448474602;0.2765936977008373
