Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;media;desvio;confianca
External Fragmentation Per Link;1;<19-18>; ;0.4965581096313194;0.483201513255441;0.4926115795937202;0.5082018213014636;0.5064073449087996;0.4904994220586468;0.49107452803036694;0.4933748777048336;0.498623153723202;0.49193151792196865;;;;
External Fragmentation Per Link;1;<9-15>; ;0.3922860231069477;0.3859633297894332;0.3893993550670168;0.4154051778708232;0.4178218176479552;0.4088978658130905;0.4106700815044316;0.40254594021018114;0.40078393685763664;0.40067426126608646;;;;
External Fragmentation Per Link;1;<16-22>; ;0.44317980448026834;0.46617276274152375;0.4446611816793477;0.44679995185436927;0.45223469327691174;0.4713998425188943;0.4589226004378492;0.45729976210594275;0.45653645709391427;0.4842387530259522;;;;
External Fragmentation Per Link;1;<7-9>; ;0.4602664057031817;0.45188443279479285;0.472940198386422;0.4802996772288278;0.46937163536250254;0.4686001192367747;0.46284825558899445;0.46981194725224346;0.46818057619555237;0.45335469973661796;;;;
External Fragmentation Per Link;1;<9-7>; ;0.4564335475313114;0.4333759160432235;0.4562794998424356;0.4634633915015417;0.45727281240174256;0.46643507413147967;0.46280639511466476;0.4572902912367489;0.45863492302113623;0.4736679019987537;;;;
External Fragmentation Per Link;1;<9-16>; ;0.4145077942378165;0.43418899446011794;0.42136489505966096;0.4247019699606589;0.4316180518205342;0.438626274379548;0.4421384672533191;0.4312632620257353;0.42014775835222906;0.45955018346558174;;;;
External Fragmentation Per Link;1;<9-8>; ;0.40300878065170354;0.3939155925583165;0.4162431761520548;0.41618685151139756;0.41877275537724307;0.4170266932264841;0.4029273149145259;0.40222612249577555;0.4190103510935407;0.39884081962176415;;;;
External Fragmentation Per Link;1;<21-16>; ;0.42314672745484055;0.3982182004246999;0.39225264336902266;0.4180281272590238;0.4348539430372135;0.4376204495967041;0.4299186528903583;0.44201806872111166;0.42669942154032503;0.4146097873537742;;;;
External Fragmentation Per Link;1;<19-14>; ;0.4755147693812997;0.48889024523571184;0.4933517566575252;0.49810861605094736;0.48851560397387833;0.5002180794654948;0.4980972783020549;0.48167160735002523;0.4788065901663336;0.5135576463492888;;;;
External Fragmentation Per Link;1;<21-15>; ;0.41159848840221164;0.4009885702436022;0.42244427378400995;0.41015635672518047;0.4056677252860683;0.410655191540832;0.4123121733252429;0.41332085839817534;0.40091715533782907;0.4052230857093056;;;;
External Fragmentation Per Link;1;<11-12>; ;0.4119478269239233;0.4106929831134077;0.4315732772182913;0.41035965997435764;0.4160809264957406;0.4280331650701247;0.43151915117695594;0.4347812429235149;0.4110378191022134;0.42736311050621617;;;;
External Fragmentation Per Link;1;<15-14>; ;0.4462376446863609;0.4403292346712595;0.45084142963101687;0.46272904727955777;0.4345558001119359;0.44546871836585017;0.45249077064324533;0.4496928817596299;0.4484829810504356;0.44867215955149137;;;;
External Fragmentation Per Link;1;<9-10>; ;0.4156223678419577;0.4027392807101244;0.41663188341383534;0.423044072385305;0.41662920344206233;0.4475625110718324;0.42535288763158563;0.41165814518314603;0.4050139217670251;0.4219437701424539;;;;
External Fragmentation Per Link;1;<22-27>; ;0.3522511083196503;0.37096560830209174;0.3448939152569433;0.34968134767084025;0.3266793082299914;0.36169439121287833;0.34465967683031784;0.337229251981192;0.34810964866527316;0.3645750884794798;;;;
External Fragmentation Per Link;1;<16-21>; ;0.41489327609622306;0.4251691680138125;0.42379980091465175;0.4142210544554059;0.41311409440117464;0.4271079060252157;0.4146688822326771;0.4288102288924897;0.4144200859183955;0.40361539998774615;;;;
External Fragmentation Per Link;1;<9-13>; ;0.5127028697705731;0.5058538701605618;0.5130575309486245;0.5296907951335774;0.5209130275926384;0.5146191498377878;0.5098892782494032;0.5183183328480009;0.5074961783336156;0.49912299668125737;;;;
External Fragmentation Per Link;1;<26-21>; ;0.4409869467710441;0.42470426792049054;0.44060445686556765;0.43664563656719335;0.44813822613134563;0.4454138268896722;0.441394961158623;0.43087984926705664;0.4419819258078392;0.4508979849878018;;;;
External Fragmentation Per Link;1;<26-25>; ;0.3191123260594937;0.29536993757007224;0.30669130521519566;0.2795911853386315;0.3007380224562571;0.29084736742233713;0.31132176322429933;0.28852608218982306;0.3178126321693321;0.2866911266271481;;;;
External Fragmentation Per Link;1;<26-27>; ;0.4106070399411271;0.42146631293814624;0.40517006282485707;0.4161140834926527;0.3829001819229325;0.41944316248800506;0.4247286593730212;0.40523900110504735;0.3919726958742903;0.41950576568678405;;;;
External Fragmentation Per Link;1;<11-14>; ;0.4567218038165597;0.46564742778048657;0.46778068378939935;0.4744640094765223;0.4657456552597801;0.49153942459058514;0.46260048008379834;0.4674630085505812;0.4765191554815951;0.47538921833908054;;;;
External Fragmentation Per Link;1;<11-17>; ;0.45109309675096476;0.47060016322419007;0.4688756732504007;0.47434039423916297;0.4702744691470712;0.4525075307125635;0.4657943958013884;0.46655544557713824;0.4527082322810724;0.47010478454586924;;;;
External Fragmentation Per Link;1;<11-18>; ;0.38536468376791577;0.39576830373378635;0.40057491347931473;0.4014177289797297;0.39073514876315407;0.4076284378297676;0.38835578370300905;0.4083720104935606;0.3777641435036506;0.3890884583201648;;;;
External Fragmentation Per Link;1;<14-11>; ;0.44398779008726086;0.4601843952573187;0.45461165827273875;0.4612365718853565;0.4502924658532482;0.44378018022390886;0.461107556504217;0.44679185568768787;0.45297976096841486;0.4548002274173495;;;;
External Fragmentation Per Link;1;<20-19>; ;0.40885568704109415;0.4007171913137375;0.39751269154710905;0.42035646130223864;0.42468846013968453;0.40518373153533904;0.4235833700181651;0.4029875224513739;0.4095448088986019;0.41507597491827486;;;;
External Fragmentation Per Link;1;<18-19>; ;0.46736591797629723;0.48508195896109113;0.4862755582505724;0.4933235214650384;0.4690833028490462;0.49215960024807026;0.4778206592921984;0.48389917181528574;0.4665891521724832;0.49647352144343765;;;;
External Fragmentation Per Link;1;<4-12>; ;0.4452557954590155;0.4258119595073571;0.4453086987948388;0.4483438358407886;0.45131605279559317;0.4411076189138067;0.44082870707094624;0.4213867622807105;0.447799834922586;0.4403484119538744;;;;
External Fragmentation Per Link;1;<15-21>; ;0.39696272812418393;0.41353565513085644;0.40240577333258853;0.4040162069995365;0.4053048026632085;0.42322386699921405;0.4068148086607497;0.41622652108407304;0.40884628196287554;0.4088174779798908;;;;
External Fragmentation Per Link;1;<14-15>; ;0.4478691834757065;0.4441015350364372;0.45259474712835346;0.4474572698116687;0.44457003819304647;0.45888270346370674;0.44587854271178845;0.46467106642909717;0.44134759880100655;0.4519732913913267;;;;
External Fragmentation Per Link;1;<20-15>; ;0.40668220010639505;0.38994808523626534;0.40397098279974825;0.3995598379275467;0.3875791063696468;0.40916185130216626;0.3930299933986284;0.3875644659320059;0.3968164807250228;0.4204917666133792;;;;
External Fragmentation Per Link;1;<21-26>; ;0.4347751616426538;0.4477440119051879;0.4390850264152569;0.45030562411773567;0.4246880776418645;0.4565066986169711;0.4444458993963047;0.44398658735528823;0.444184127722538;0.45210362203211957;;;;
External Fragmentation Per Link;1;<14-13>; ;0.5000059360702624;0.49942646858135453;0.5147114821632321;0.5222777334108152;0.4996203527775298;0.5143122256448214;0.5174118178164694;0.5000492444449709;0.506205726964175;0.5247519230188654;;;;
External Fragmentation Per Link;1;<15-9>; ;0.397970971216298;0.3973924117318656;0.412489714222989;0.40699765969868296;0.40194142215528983;0.4138248487544373;0.4021255509500726;0.38599290348462467;0.406401205121364;0.40196259794011885;;;;
External Fragmentation Per Link;1;<25-28>; ;0.4513755855235049;0.4353006567924461;0.45455139871069167;0.4227460684862543;0.4480752674078499;0.4581491223731495;0.4519936509771986;0.44660261826879993;0.443232555933685;0.4329322116773432;;;;
External Fragmentation Per Link;1;<24-18>; ;0.48758814371257203;0.5073215668390468;0.49562644177518117;0.5029282400311973;0.4864421244903969;0.5067415060895548;0.5011536500141917;0.4957818411763542;0.4874247842674877;0.5199133099526667;;;;
External Fragmentation Per Link;1;<18-11>; ;0.3604963672684418;0.36819537279360043;0.3589935286804908;0.3642789360323988;0.3840614564316457;0.38039298290680573;0.3870004736095766;0.361802077899438;0.3566639004990418;0.3682765850576583;;;;
External Fragmentation Per Link;1;<15-20>; ;0.41448378845899364;0.3775702307801564;0.4029772465942369;0.4080557541589372;0.4113542832493626;0.40281691677183595;0.41759632329492735;0.394276239184691;0.3973414921489691;0.4028883167330448;;;;
External Fragmentation Per Link;1;<8-13>; ;0.34257389077628253;0.3344349171521452;0.3553624356582024;0.34596599952452084;0.33588812002844226;0.3452288077614935;0.33499358695199977;0.33038673846121486;0.34270049746700765;0.34236085695256396;;;;
External Fragmentation Per Link;1;<19-20>; ;0.4094388357154262;0.43390613333005507;0.4410747169069877;0.41602960483630136;0.42632237297772785;0.44898356631791453;0.4273843089110825;0.43104662067041544;0.42588218928318566;0.4274137010559319;;;;
External Fragmentation Per Link;1;<25-20>; ;0.4037009151587504;0.3929356728757457;0.3995105041372055;0.40839339451870393;0.4135856409785037;0.40909712496022527;0.4035064394233323;0.38906670941934907;0.41311430627606627;0.42077907846359847;;;;
External Fragmentation Per Link;1;<11-3>; ;0.3520078064477574;0.33427047778721164;0.34027651655056074;0.3405799660601403;0.3641458680972338;0.3351895824517567;0.3609866070544036;0.3267034833446648;0.3382806628242194;0.3544584010067013;;;;
External Fragmentation Per Link;1;<2-1>; ;0.2972874310554337;0.3078597028353006;0.3189305083705291;0.3192649842355069;0.3162765452918442;0.3221499039887215;0.30765057455324685;0.29676721241192444;0.3092210385895174;0.3345265314090883;;;;
External Fragmentation Per Link;1;<25-26>; ;0.2960577885107407;0.28870457465736843;0.29222619543888195;0.2978517438851069;0.3029229521772102;0.30345069112881373;0.30005455692891336;0.2995615985691925;0.2935584670862053;0.2701216688945866;;;;
External Fragmentation Per Link;1;<14-19>; ;0.5004044091560811;0.5046743914459102;0.5035674659554015;0.5097667523988807;0.5122130196326197;0.5102468650574914;0.49626128701137884;0.4980545293154582;0.5057235714148888;0.49831841521152925;;;;
External Fragmentation Per Link;1;<2-3>; ;0.422477003533547;0.4367394663662687;0.4265354460019023;0.42107128257589743;0.43287075602668906;0.4520596471643138;0.4317001328285818;0.446768552342625;0.4338461428915886;0.4565915751924789;;;;
External Fragmentation Per Link;1;<4-1>; ;0.4241229868622242;0.41504473627696703;0.443416887703538;0.433488090912791;0.4238327568702563;0.4200075868826232;0.42055642483835626;0.42012852547061313;0.42136200142159635;0.4435036018484423;;;;
External Fragmentation Per Link;1;<13-9>; ;0.5019183612182372;0.5010226247255285;0.5056556260109693;0.5165887404536076;0.5048238915502534;0.5091715166479208;0.5127269116784077;0.4960273150157297;0.5038964622768308;0.5253415827907435;;;;
External Fragmentation Per Link;1;<13-8>; ;0.3278510462569448;0.3258825420036254;0.3375632841791431;0.33380788115149773;0.35022900555908765;0.35906450054728567;0.32844083326857315;0.3486864087343523;0.34599569356914783;0.337599243132287;;;;
External Fragmentation Per Link;1;<4-3>; ;0.38001298445018766;0.36599544961612285;0.3685760311664392;0.37807125367552763;0.3709988546292058;0.38458185014626656;0.3877369286673917;0.39072923848551466;0.3673072892062562;0.3933649302421131;;;;
External Fragmentation Per Link;1;<6-5>; ;0.4797445215371657;0.4691413651766874;0.49601222475134;0.5015342078252591;0.4762460063125519;0.49495329946460914;0.48512912514642204;0.4816246739668458;0.4888740111429996;0.4794022277422551;;;;
External Fragmentation Per Link;1;<4-8>; ;0.3989014981988245;0.41078395249513666;0.4163995795578628;0.41081438279385407;0.4173639722261458;0.43156256183552666;0.4182991218784656;0.4229857816394437;0.41248100192245374;0.4518539974042854;;;;
External Fragmentation Per Link;1;<8-4>; ;0.4111131349419163;0.4004083189133451;0.41659628424931966;0.4283057911945901;0.4291261698862965;0.42257610797639145;0.4187111008591602;0.4165271836730272;0.41983249974707537;0.4042739745470886;;;;
External Fragmentation Per Link;1;<13-14>; ;0.5170193462897372;0.5096985703854531;0.5128303952581884;0.529785864465352;0.5216317264711029;0.5184527628459246;0.502485796048723;0.5157413075023554;0.5077824907931844;0.5029837507158971;;;;
External Fragmentation Per Link;1;<18-24>; ;0.5251662574399966;0.5144828769853179;0.512053959040184;0.5390796576033654;0.5288250007816503;0.5135986362643539;0.5060024422799599;0.5207600863955799;0.5173622689811345;0.5081986101713457;;;;
External Fragmentation Per Link;1;<8-9>; ;0.39235021225646854;0.39595116976485434;0.4047373985493968;0.39474806438139426;0.4067036964747758;0.4093970475657742;0.40577548372355965;0.40395176640675057;0.39238963490910544;0.43694336103203274;;;;
External Fragmentation Per Link;1;<13-15>; ;0.40601401081094673;0.39877362415928624;0.39976168608967694;0.4102460862067036;0.3835443171544652;0.4082476445066806;0.40243269342635635;0.38174275513486616;0.41110585105088254;0.4055515233043074;;;;
External Fragmentation Per Link;1;<20-25>; ;0.41056582711738604;0.40850027860730814;0.43022031992559756;0.41514230428706783;0.4166658640279834;0.4283689072216549;0.4196418171670643;0.4190213447316269;0.42514052356706433;0.42191483993996154;;;;
External Fragmentation Per Link;1;<13-12>; ;0.4049231857888268;0.3980252881720036;0.4152855179129656;0.415755503312947;0.4081617644023297;0.41144961787924866;0.4093256533196101;0.4118409470194478;0.4018224553140823;0.4053986106038847;;;;
External Fragmentation Per Link;1;<10-22>; ;0.22327822286963808;0.23843449028441813;0.24799274782385505;0.24581082797381892;0.23502602693624391;0.22914004535858057;0.23594874815004138;0.21605233635364857;0.22863787820088227;0.2453307915565868;;;;
External Fragmentation Per Link;1;<23-17>; ;0.4832067297131903;0.4780535630711317;0.48204302326465764;0.5167547703526271;0.4929998723667302;0.5129386263472047;0.5007196955825167;0.500096782440674;0.48666412314484164;0.5163835735626185;;;;
External Fragmentation Per Link;1;<17-11>; ;0.4820495662598584;0.4828772277403834;0.4913092854326094;0.49141254932938144;0.4737400546917532;0.5095095181137709;0.48411485315879044;0.4917289643441219;0.4891540885556649;0.5064726096713347;;;;
External Fragmentation Per Link;1;<3-12>; ;0.4005098976565081;0.4279489083326058;0.43055432331254484;0.44802272170392327;0.42941249085735006;0.46119325612341544;0.4193840421797318;0.41215916084788995;0.4303914008114912;0.43755527024350277;;;;
External Fragmentation Per Link;1;<3-11>; ;0.3749290900017285;0.3713101560565965;0.3824184313324936;0.34553490357905176;0.3733761347947218;0.36798632448672863;0.37179054301703063;0.39877021571037463;0.3638674264944299;0.38756003360204244;;;;
External Fragmentation Per Link;1;<28-25>; ;0.4150011738901347;0.41162445920982754;0.42043752593900513;0.4161180986132621;0.44626252113794385;0.4163168451504059;0.41441183390245767;0.4049912242275179;0.42022404610654374;0.4412220702251478;;;;
External Fragmentation Per Link;1;<24-23>; ;0.45782096044010945;0.46448075946003603;0.4725126449838808;0.4993877411849865;0.4813914159939479;0.45496504700028584;0.47852815118883535;0.48283271593456156;0.46884245832705135;0.4729331210342025;;;;
External Fragmentation Per Link;1;<28-27>; ;0.2964789961546393;0.2856660464449895;0.299043383268449;0.3119847920593916;0.30950688000001064;0.2966689962745399;0.2935031733200239;0.30784050397617496;0.30043250520989306;0.2925488952227037;;;;
External Fragmentation Per Link;2;<17-23>; ;0.5143314267543352;0.531257653262776;0.5271031315078277;0.5225888521897546;0.522637350408667;0.5098572459422547;0.509981712671749;0.5568823601432698;0.523650643125318;0.5249895246020232;;;;
External Fragmentation Per Link;2;<12-11>; ;0.4855874229795928;0.5025121755642628;0.4680384715470774;0.4958021398051792;0.4842270416949304;0.4756806841561945;0.4948553026978471;0.5124063280673148;0.5041280256917369;0.4791468818689273;;;;
External Fragmentation Per Link;2;<16-9>; ;0.48914248566181845;0.519306277888115;0.5194720844100474;0.49847004002505246;0.49817635332007043;0.5124407004248916;0.5017600470231953;0.5123103344822144;0.5117686747600451;0.5153825612270501;;;;
External Fragmentation Per Link;2;<12-13>; ;0.47399326244520423;0.49940061685840564;0.48166153103445786;0.4819591331953294;0.480987647433179;0.45849507214100566;0.4796486611472342;0.5034049949572379;0.48839809881703905;0.498969148584391;;;;
External Fragmentation Per Link;2;<22-16>; ;0.5199033803088708;0.5359200428089048;0.5422716995104142;0.5306862717977852;0.5145070576151793;0.5436535970267138;0.5319708225948959;0.5331374661186421;0.5420586022391711;0.5373051518756952;;;;
External Fragmentation Per Link;2;<6-10>; ;0.4014214848210622;0.4054349663746239;0.38093330474584236;0.4069474470408519;0.4215588273413793;0.41414378223507087;0.3909943046923136;0.39985705251375653;0.39281601677979644;0.40347024142991467;;;;
External Fragmentation Per Link;2;<12-3>; ;0.508779095177358;0.5109572907904438;0.4998823077971143;0.5212026030472883;0.4747367789244399;0.5024433572662592;0.4943128956547326;0.5137449403944954;0.4943541515313953;0.49724808257980485;;;;
External Fragmentation Per Link;2;<27-22>; ;0.41498056586134796;0.4331366019152496;0.42127589040998287;0.41921491888779305;0.4204548905121818;0.4130260859463842;0.40743451763071353;0.4349771974330839;0.4323800188483978;0.4182702519906295;;;;
External Fragmentation Per Link;2;<22-10>; ;0.30914747626247163;0.28638008318312497;0.2710435300732927;0.2886378870213676;0.2837229012445326;0.2645663310252606;0.2850407169572722;0.2991767685510763;0.2859725050309961;0.2935497222758715;;;;
External Fragmentation Per Link;2;<27-28>; ;0.3372323451413779;0.32624238030217756;0.32948667568536427;0.3129268478404767;0.3118172926779512;0.3124536864970145;0.32769620391169335;0.3181714403886944;0.3273470181452388;0.32374167986697794;;;;
External Fragmentation Per Link;2;<23-24>; ;0.48592156808063386;0.501847163503188;0.49213097646905196;0.48867417323862833;0.4763137826634053;0.4863481427467009;0.5090491456801902;0.4475997339606453;0.48359863965867794;0.48336076835045033;;;;
External Fragmentation Per Link;2;<27-26>; ;0.43075912383728726;0.4554829626185658;0.4598135992062834;0.4390947302251482;0.4663416567197989;0.45500147427867493;0.4518589641298319;0.4356977983523494;0.4482366842433492;0.4608851706304718;;;;
External Fragmentation Per Link;2;<1-2>; ;0.390645219771586;0.36578164952911324;0.367487237979259;0.36672887060919696;0.36233483766633373;0.39169937897242696;0.3369563926131309;0.4101813245500039;0.35558014759186857;0.3770660361769713;;;;
External Fragmentation Per Link;2;<1-4>; ;0.484249068033362;0.4967691420058532;0.4921911128920188;0.48922544245230504;0.48685355221906934;0.4866424474313721;0.5065778928600321;0.5233767657864238;0.4986289731920965;0.5139196551611517;;;;
External Fragmentation Per Link;2;<3-2>; ;0.48170633450533945;0.504195065374526;0.49458909536546247;0.5123852907708886;0.48944461107882914;0.49591537392968565;0.50855304975081;0.5027452610905576;0.5020178200390873;0.516227982089404;;;;
External Fragmentation Per Link;2;<3-4>; ;0.4146628183618027;0.4426813167457744;0.42846458740252613;0.46255378278752207;0.4262395232365888;0.41985050363693455;0.4196021525723497;0.42864327850712747;0.41479070619682507;0.42689035510757994;;;;
External Fragmentation Per Link;2;<10-9>; ;0.488903453453677;0.4859072224232513;0.4805595976952573;0.47899525936570725;0.5128567707448912;0.49493637056964246;0.4884901876995978;0.497042423778977;0.48463353933469056;0.4916765064086144;;;;
External Fragmentation Per Link;2;<5-6>; ;0.5236009490413888;0.5415679308579802;0.5282847362190705;0.5147413764176254;0.5291655512494441;0.5268783836592722;0.5187085865569548;0.5243899415550903;0.5347133541746323;0.5300770337898951;;;;
External Fragmentation Per Link;2;<10-6>; ;0.4207991391861331;0.4364833270043835;0.4066758238146219;0.44420622763655215;0.42173192967279255;0.440657750758858;0.414983610417636;0.4379298687256633;0.40143431300676546;0.40621488651052845;;;;
External Fragmentation Per Link;2;<12-4>; ;0.5040992770205905;0.5137813016705939;0.513901003385903;0.5193787907953471;0.4931408797500438;0.5218281062531752;0.5079203935176709;0.5086212129026715;0.5098074255830292;0.5001258707780425;;;;
External Fragmentation Per Link;2;<5-7>; ;0.605985474305704;0.6166709425524378;0.5810187123581584;0.6087603851982829;0.6180780518146408;0.6201103865968517;0.6149864355865592;0.6220578016159428;0.6065109735844387;0.6185889565453111;;;;
