Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;;;
External Fragmentation Per Link;1;<22-27>; ;0.3279859566642673;0.3376095068812337;0.3357125765442369;0.3209309857649329;0.3151832874989497;0.32969675031290324;0.31884727961624715;0.32986134011070306;0.31634058231958384;0.3341516052476753;;;;
External Fragmentation Per Link;1;<16-21>; ;0.4169528980065026;0.41615901006710765;0.4165160947290267;0.42617692137622126;0.4147070660064123;0.41736682765604755;0.42745762475837534;0.43007142097175877;0.44737629009370455;0.43356280349375564;;;;
External Fragmentation Per Link;1;<9-13>; ;0.49416304420330504;0.48979808848688844;0.5140807098096637;0.5067463513638624;0.4882173948614368;0.492411628585206;0.5094575356153642;0.5082649903710672;0.5108142172749797;0.520106884115808;;;;
External Fragmentation Per Link;1;<26-21>; ;0.42758762777081993;0.4281255956007809;0.4368127470433179;0.43624366931085823;0.4250959151043568;0.4186461491045096;0.4131434112113809;0.44984231115721335;0.43268448915066154;0.43090854271815476;;;;
External Fragmentation Per Link;1;<26-25>; ;0.29963696456114436;0.27568335889087586;0.2909181887191226;0.2948404502410598;0.28496148052887266;0.28414615011462135;0.26921218877965924;0.2837138423896055;0.2844191809282192;0.30452086620344476;;;;
External Fragmentation Per Link;1;<26-27>; ;0.39696304846267305;0.388857315008731;0.38101999702261435;0.3886930775348317;0.3992744175650387;0.37526751153944204;0.3824945841052493;0.3895992693831275;0.398327649171508;0.3792439634416208;;;;
External Fragmentation Per Link;1;<11-14>; ;0.4699476127658102;0.4548055366378855;0.4694262743386216;0.46807767194611694;0.4731826803909473;0.4634431957248624;0.4742977141189826;0.4637555776524504;0.4663864054371236;0.4558196521247004;;;;
External Fragmentation Per Link;1;<11-17>; ;0.4547994868331014;0.44428594166183594;0.47367439183293863;0.47013089029361577;0.4474849076633039;0.44260302483915054;0.45891034198314296;0.47067647168428306;0.4868006298312297;0.46973167723669446;;;;
External Fragmentation Per Link;1;<11-18>; ;0.3810286132845901;0.38709284769683033;0.3875689258555451;0.3743270964057649;0.3798869069351283;0.3853228096187141;0.3957755085885459;0.37655497215235767;0.3767107379728021;0.3826785589509419;;;;
External Fragmentation Per Link;1;<14-11>; ;0.44524721330580275;0.42519685606812757;0.4624979360528016;0.43887711452114214;0.4275625205738808;0.44320702268252016;0.445753754477257;0.4543227576555816;0.46765821272895614;0.45951075676830316;;;;
External Fragmentation Per Link;1;<20-19>; ;0.4015414151239487;0.39715357212734775;0.4156423556626625;0.4220157760310493;0.4207300157081175;0.3960007500997093;0.3880578024407949;0.423401715367053;0.4331659663750883;0.40800577207126826;;;;
External Fragmentation Per Link;1;<18-19>; ;0.45751752591460165;0.4852748244240505;0.47329454582904706;0.4647732054693282;0.46534619002717337;0.48396506478374385;0.47415790135406;0.4829458043466681;0.4622746420668101;0.4827717704256408;;;;
External Fragmentation Per Link;1;<4-12>; ;0.4325936732605207;0.42667278362341204;0.4528425459235128;0.4361209845604798;0.43951825084966545;0.42099804463335877;0.41439236830617004;0.42174020718058036;0.4350863403891532;0.42896650407536474;;;;
External Fragmentation Per Link;1;<15-21>; ;0.40065025566881696;0.3907811297416467;0.39121467658908937;0.390226546915355;0.4006669493049341;0.3798971586856893;0.38990669530733385;0.3835295860640505;0.3981505087523998;0.3914390877021615;;;;
External Fragmentation Per Link;1;<14-15>; ;0.438610461078713;0.44030353523616744;0.43802996315895343;0.43308372167564;0.44312108408291756;0.42906923349587317;0.4279609486308721;0.4310975869772641;0.44405180071734873;0.4471992395157881;;;;
External Fragmentation Per Link;1;<20-15>; ;0.4025385533540239;0.40569848021947313;0.4373843016346946;0.4283614446727585;0.3999317939721951;0.4068123969161346;0.3990991860094388;0.4213192794474293;0.40937198801596747;0.4192377646860047;;;;
External Fragmentation Per Link;1;<21-26>; ;0.4253750647924828;0.4301043819911253;0.4218515881761205;0.41988996634347076;0.4143883359976478;0.41070748211791785;0.42878134959376135;0.4206380631481013;0.42771541021377885;0.43440967440701583;;;;
External Fragmentation Per Link;1;<14-13>; ;0.509043368863586;0.49576884784687364;0.5072796607146154;0.5053664666476145;0.513906037996339;0.5074159358876194;0.5164709368124962;0.5107090356741977;0.5009671793058352;0.49580679027950314;;;;
External Fragmentation Per Link;1;<15-9>; ;0.3863137810254903;0.40017303407709703;0.40881921510926483;0.41542791082264263;0.41512092931530953;0.4091637467632875;0.4070156402979944;0.41167512405353385;0.4210872341867377;0.4224712119672967;;;;
External Fragmentation Per Link;1;<25-28>; ;0.436557486471754;0.4229568698579393;0.4349225775412679;0.4306676458961173;0.4260991342500519;0.434490323947087;0.44432870286152104;0.4166315618127561;0.42271860682950246;0.4497149516422362;;;;
External Fragmentation Per Link;1;<24-18>; ;0.47523733907254007;0.4953495849602166;0.4864098011552262;0.47778026354864656;0.482959871943728;0.49763721283711354;0.4861687418313895;0.48359069804179194;0.4722622186843334;0.4940611159145657;;;;
External Fragmentation Per Link;1;<18-11>; ;0.3573425877277571;0.3490795023534971;0.3711142905040174;0.3639052046422655;0.38186840572023634;0.3463947245283639;0.3473852991713048;0.35874913821847193;0.3737116343662916;0.3629355216890785;;;;
External Fragmentation Per Link;1;<15-20>; ;0.4154034469072862;0.3971195393071286;0.40249063668673885;0.39071394404798326;0.4181756151449058;0.3953832977659301;0.41869323361208033;0.4029581117292907;0.40509079357822436;0.4188604009040567;;;;
External Fragmentation Per Link;1;<8-13>; ;0.33485221553548455;0.3287025059841508;0.3506767294244211;0.337956891526855;0.3293854176108843;0.3155871922075097;0.3234598105161313;0.34838567211296234;0.3426730681217136;0.3289939727198319;;;;
External Fragmentation Per Link;1;<19-20>; ;0.4207776145367693;0.41890314832411374;0.4117579729005875;0.4149236080140671;0.4079897462046907;0.42081755599006604;0.43025850398624427;0.42411835468269543;0.4153053311367309;0.41656788887632135;;;;
External Fragmentation Per Link;1;<25-20>; ;0.39977513436594636;0.387078724232707;0.4280116087786655;0.41961049495159963;0.40780471771319526;0.4058469122282227;0.3859852283663227;0.42125913545450316;0.420097672800163;0.4087799686853452;;;;
External Fragmentation Per Link;1;<11-3>; ;0.3274479244959833;0.3288416397336886;0.3499016209530471;0.33801261259575605;0.34889141748442215;0.3340753802556979;0.32808426470582797;0.35612792652273967;0.35713082540634766;0.3458805916495025;;;;
External Fragmentation Per Link;1;<2-1>; ;0.28620703152051724;0.28902081497206594;0.3051381720999629;0.29948687929458495;0.29088688364207277;0.2923332109568476;0.29509176640720497;0.31757496054096884;0.2920445465909567;0.29638413075947717;;;;
External Fragmentation Per Link;1;<25-26>; ;0.2915250217856079;0.2813750459827802;0.2776954524058652;0.3043804408748612;0.28992524199558045;0.3090109443872959;0.27510484270323127;0.2795370175702148;0.29226765291517526;0.29606958932988253;;;;
External Fragmentation Per Link;1;<14-19>; ;0.4903795285238744;0.4900969623165383;0.49971975408977193;0.5020303463195749;0.48916909916277806;0.4925085245611098;0.5096478893824959;0.5055240184064976;0.5016245217776787;0.5232527282689337;;;;
External Fragmentation Per Link;1;<2-3>; ;0.43818116921381367;0.43537156826261847;0.4300598778473696;0.43226065165501304;0.43652773576341414;0.42696025122536196;0.4328928816841084;0.42756220267310463;0.434917663577783;0.42588001380326285;;;;
External Fragmentation Per Link;1;<4-1>; ;0.41484908104580426;0.4219091931221448;0.41319076221514045;0.4120088925347141;0.4189371487842121;0.4152328960512509;0.4126327472168211;0.43638022707952195;0.42436071304701994;0.4283331568029684;;;;
External Fragmentation Per Link;1;<13-9>; ;0.5051772892210783;0.4951228341562024;0.5118640783979719;0.5051955864486927;0.5081410904061957;0.5136648445571378;0.5197665875480223;0.5031379255834012;0.5126950078303318;0.5034005047176839;;;;
External Fragmentation Per Link;1;<13-8>; ;0.32266658139745075;0.30661489536047537;0.3252567712165073;0.32107039659189157;0.3261352520122653;0.3255118014930612;0.34016407840781626;0.33861481523576253;0.3296250979449687;0.32504756121696254;;;;
External Fragmentation Per Link;1;<4-3>; ;0.3721322778183924;0.39463476651483503;0.3897536822942869;0.4103055921206437;0.40363274955881223;0.3864666177253398;0.3867159845019692;0.4085157909634894;0.40868013562948824;0.39902276418248284;;;;
External Fragmentation Per Link;1;<6-5>; ;0.48307339771000024;0.4611724463473211;0.46815139966197417;0.4884322071546543;0.4855130020788873;0.47187590329141044;0.4649156264465017;0.47877727708511997;0.4777799985795409;0.48318756901186327;;;;
External Fragmentation Per Link;1;<4-8>; ;0.3963298841799572;0.40883181361027826;0.4268289655812244;0.4097467098429819;0.4108916272593874;0.40634105328665204;0.3991133215593566;0.39611166839311907;0.40430189374711084;0.4052126487904664;;;;
External Fragmentation Per Link;1;<8-4>; ;0.4089355417222496;0.42096408231970445;0.4197642530360404;0.4310658783761424;0.4268518214832999;0.4007619365260312;0.415360707362874;0.4317340265719567;0.42080984312712766;0.4099914196915848;;;;
External Fragmentation Per Link;1;<13-14>; ;0.49707547767053056;0.4968816427528094;0.5178235074183288;0.49509008139304833;0.4930374299757131;0.49892136028718054;0.5068744628200795;0.5019420874667467;0.5044087043085939;0.5191707652044684;;;;
External Fragmentation Per Link;1;<18-24>; ;0.49378610366109327;0.4996005850902313;0.5289869677317439;0.5149061988715609;0.49541878093465896;0.5012962474635799;0.5246164943477485;0.5176992541225591;0.5096222008134983;0.5257410832146602;;;;
External Fragmentation Per Link;1;<8-9>; ;0.39128849620524625;0.4009126911998041;0.41854707755551857;0.39988904865603353;0.40496293921438525;0.3923934031974855;0.3854115169384717;0.38661019931484425;0.3951541991852703;0.3946082760983158;;;;
External Fragmentation Per Link;1;<13-15>; ;0.39595108826735326;0.3862159752879435;0.3902058079688119;0.39809677410863387;0.3820796034903346;0.38221397089311043;0.40072240437922785;0.38041705081590355;0.401349415558243;0.4027135015596296;;;;
External Fragmentation Per Link;1;<20-25>; ;0.41666572605311375;0.4096795555536279;0.40397671684317804;0.41140591655869974;0.41182283208420006;0.4045217931220637;0.42620431808283565;0.41405155653212344;0.40742690070018633;0.42368049262948376;;;;
External Fragmentation Per Link;1;<13-12>; ;0.39332212544402184;0.3955728129362609;0.41175127003359613;0.4063128694179083;0.388597116025525;0.3873637727879823;0.3884732698443732;0.4116603746363073;0.4187551945771873;0.40453400713825854;;;;
External Fragmentation Per Link;1;<10-22>; ;0.20401010859095342;0.19529141107381645;0.21222044002355273;0.19918674355288213;0.20548712677528455;0.22350564132871048;0.19781091735832568;0.22172454524501886;0.22274919293794349;0.21330933759411633;;;;
External Fragmentation Per Link;1;<23-17>; ;0.48020836783832865;0.4605212966066966;0.482907707689698;0.47794127119668556;0.48427729897899885;0.46997977031688154;0.4807574033666321;0.48088927936278986;0.4642001579033291;0.4689085068052144;;;;
External Fragmentation Per Link;1;<17-11>; ;0.49480376824250477;0.48843850846372233;0.4951404072197776;0.48463947729299983;0.48792249138007127;0.49036501443880814;0.4954550584309572;0.49041046462354976;0.4794146222761316;0.4700791301462909;;;;
External Fragmentation Per Link;1;<3-12>; ;0.443457531530667;0.43456576748372444;0.4263957942569577;0.4231508922998937;0.42656007450219524;0.43178802990872733;0.4286189211650595;0.4151176288650099;0.4366873752492628;0.43967485138325424;;;;
External Fragmentation Per Link;1;<3-11>; ;0.37630760357857485;0.3683536234345888;0.3675845100425873;0.35893444571165367;0.36311829870712103;0.35179337269773164;0.3795060205556258;0.3650486609733934;0.3737713026970574;0.36241221788285743;;;;
External Fragmentation Per Link;1;<28-25>; ;0.42900202131004134;0.41001753814962166;0.4391503267106225;0.4312825388163004;0.4237782371874419;0.4228333794696096;0.40912904575885833;0.41854106362665416;0.4320618192789807;0.42463036439739604;;;;
External Fragmentation Per Link;1;<24-23>; ;0.42787979741115206;0.4262348197404309;0.44820364431563064;0.45895633925362145;0.4342575916973722;0.4171832980415517;0.44097769024188493;0.4384019415445596;0.4417193109022283;0.42600789871926625;;;;
External Fragmentation Per Link;1;<28-27>; ;0.2668349270599253;0.2952237444843537;0.26270212221185746;0.2669213449299847;0.2913652619506282;0.2820700986226437;0.27049954868264703;0.2670237070504366;0.2877846637651633;0.27474995074219244;;;;
External Fragmentation Per Link;2;<17-23>; ;0.5016292872661071;0.4896551191068746;0.4817495878282147;0.48918644873577494;0.48551862784887884;0.5010357238012568;0.453706849739569;0.5094597742529765;0.4751259817270976;0.5000705221034507;;;;
External Fragmentation Per Link;2;<12-11>; ;0.4923146460025194;0.4846341335878784;0.4810548725288222;0.48362664260228616;0.4993005718791099;0.4908485741311882;0.4703072210261432;0.5007291121716987;0.4916800809800396;0.47889358774192986;;;;
External Fragmentation Per Link;2;<16-9>; ;0.48415940914080596;0.5006711800057018;0.47585554771914024;0.5149476658205946;0.5119863657984146;0.4950975047509908;0.4966590296864764;0.5059331028402339;0.5107183163161523;0.5025807820129695;;;;
External Fragmentation Per Link;2;<12-13>; ;0.47504891344123096;0.4638711203691808;0.46536967953367464;0.4658704524449238;0.46431262745249463;0.48356677745704063;0.4884290045156405;0.47211285427944816;0.48830659005904914;0.46865287783324044;;;;
External Fragmentation Per Link;2;<22-16>; ;0.5096145133744379;0.5323068849183977;0.4951103084096153;0.5372530358542135;0.5296415519661718;0.5249220322329446;0.520784161271421;0.5266568653980099;0.5238623926605229;0.5192922319207992;;;;
External Fragmentation Per Link;2;<6-10>; ;0.3844265518033495;0.3914527211272881;0.41585781754209583;0.3865161200103744;0.3904140205326307;0.3982615144979179;0.4015926792508213;0.3933574509659687;0.40050740030187454;0.3877798745555622;;;;
External Fragmentation Per Link;2;<12-3>; ;0.4925467617159849;0.503248114268041;0.509389776062968;0.5136096868393865;0.4920294981225223;0.5019907743725776;0.48954153424803953;0.4988200723575556;0.5052012299462952;0.51709437767008;;;;
External Fragmentation Per Link;2;<27-22>; ;0.3974462884945288;0.4238897442938361;0.37472037029788513;0.39643246180073266;0.40571698497474595;0.3759866100198566;0.3727999656569287;0.37615160274118636;0.39386822966634666;0.40189220468535997;;;;
External Fragmentation Per Link;2;<22-10>; ;0.26000177678429004;0.25945749463783985;0.25749285686915513;0.23832325279185507;0.2639917571394634;0.2563950999006793;0.2635235598442153;0.2508214461199573;0.25550488463481424;0.24238907818381736;;;;
External Fragmentation Per Link;2;<27-28>; ;0.3012966011328527;0.31690790588384005;0.3097170371131071;0.30455294443940584;0.34237749381588034;0.3069622557694271;0.31846199104376544;0.30608935075390725;0.3125458514588893;0.2982483858051765;;;;
External Fragmentation Per Link;2;<23-24>; ;0.43800676105984676;0.4262953237985555;0.4174943462973382;0.41331570563433034;0.42258749856941435;0.4275763428630705;0.4230476862067564;0.4278092206242359;0.4345570625281473;0.428896092997281;;;;
External Fragmentation Per Link;2;<27-26>; ;0.4477139307979227;0.4371965592349377;0.43116116621714434;0.4639625033120976;0.4237732289543528;0.4524678577233844;0.43935281664711817;0.430097702832724;0.4366831146585761;0.4407658102375669;;;;
External Fragmentation Per Link;2;<1-2>; ;0.3334495926443852;0.3184619148766636;0.3561168694394269;0.3161324662314821;0.33149751070906924;0.3429996122076044;0.32355919144620016;0.3210077705868925;0.329647002599645;0.3366539094050144;;;;
External Fragmentation Per Link;2;<1-4>; ;0.4693135261237879;0.4774033179332306;0.4631945076946967;0.47765384652021603;0.4884201289922898;0.49192297460649514;0.4855623101194791;0.4755890169158555;0.4806185855320189;0.4891996843093438;;;;
External Fragmentation Per Link;2;<3-2>; ;0.4920161039661961;0.48992263775762995;0.499749972205974;0.516420888907053;0.5125186017815183;0.49756801229066594;0.48533604145648634;0.48821693415595707;0.5123707492627303;0.5158094334613609;;;;
External Fragmentation Per Link;2;<3-4>; ;0.42668157640055526;0.4120234731682699;0.43340192707417774;0.44947805221258097;0.4238061915770992;0.46148363103722095;0.45395271222998407;0.44322633945741485;0.44693797768110227;0.4133537975910492;;;;
External Fragmentation Per Link;2;<10-9>; ;0.47369735199354285;0.4909475355480741;0.4893986311508147;0.46983938094399275;0.4706678306072675;0.4799652478687507;0.4714770753364554;0.47513565609734026;0.4943241015368301;0.477973132543144;;;;
External Fragmentation Per Link;2;<5-6>; ;0.521317114486652;0.5084912528339968;0.5154122029460938;0.5134795297729314;0.5456774778858166;0.5504515493520712;0.5340355459131516;0.5262876574329195;0.5131124856393967;0.5082456310579239;;;;
External Fragmentation Per Link;2;<10-6>; ;0.3963420648113188;0.39217529918391597;0.362968248389256;0.3599382797775169;0.3843482058604082;0.40504921378110414;0.379555427282295;0.38752365051757137;0.37985769235237365;0.38472389634469073;;;;
External Fragmentation Per Link;2;<12-4>; ;0.495844866863865;0.5037192440342012;0.4808736841133009;0.5166945149760201;0.5074222981844755;0.4798902639966753;0.4979136770145403;0.501244811659564;0.51270339480177;0.4908683153577665;;;;
External Fragmentation Per Link;2;<5-7>; ;0.613322509832797;0.6277932316172007;0.593959631638053;0.6342428352633254;0.6191783154904377;0.6262960448158762;0.6159903919078035;0.6235841127811715;0.62804886702177;0.6322723440393948;;;;
External Fragmentation Per Link;2;<7-5>; ;0.627067032952468;0.6072057150864536;0.6184415277217543;0.6167853003321271;0.6310216128768946;0.6259096622172736;0.6273816461515812;0.614027345270023;0.6134283265530847;0.6123802329253615;;;;
