Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
External Fragmentation (Vertical);1;all; ;0.2695163710556254;0.26682185946556797;0.2621679235046439;0.27006904993515807;0.2684891595143872;0.2663661631117036;0.26602133194037797;0.26355594411834216;0.2709876729954149;0.2685983274542417
External Fragmentation (Vertical);2;all; ;0.3095305511181075;0.3159216967444126;0.32031316015781136;0.31665148314621616;0.30740819224104304;0.31886820168960034;0.3148392816162821;0.31805558773672143;0.3096987611509936;0.3173823277323743
External Fragmentation (Vertical);3;all; ;0.3629940691265228;0.3624820463667719;0.36320969243767576;0.363662276411226;0.3606632374916366;0.36377868893458887;0.3607206166173714;0.36257199081889535;0.36299648478528557;0.3622409184829126
External Fragmentation (Vertical);4;all; ;0.4060949962416352;0.40261345203087257;0.3998666400299102;0.40289833106858325;0.4054846045879428;0.4080593465299642;0.40833365705215735;0.39587999529307355;0.4087656006906663;0.40879512061983114
External Fragmentation (Vertical);5;all; ;0.4477419789305339;0.45357462861963693;0.44670829930121264;0.44940905416372945;0.44577489630894346;0.441576532348734;0.4416117797683895;0.4453958592885346;0.44754856193323506;0.44331263293571344


External Fragmentation (Horizontal);1;all; ;0.2374317776700403;0.22954389552137208;0.22740058941993002;0.2354853422353342;0.2327370575304531;0.22690374633132765;0.2291339269356544;0.22632559934607782;0.2368315114276295;0.23349812573517237
External Fragmentation (Horizontal);2;all; ;0.27440968601163473;0.2818118664271713;0.29014264442970034;0.2850748753032945;0.2721806421470761;0.28894401737784114;0.2802169450397825;0.2828080922067758;0.2753412029214602;0.28410806245527476
External Fragmentation (Horizontal);3;all; ;0.3366463661390597;0.33560027910234574;0.3358370220600432;0.33935160940538583;0.3368796405345934;0.33900494828564715;0.3292719853841559;0.3346287371960616;0.33400776344153515;0.3342907462670964
External Fragmentation (Horizontal);4;all; ;0.39065561565688894;0.38473406595496;0.3824226540846764;0.37943170969609497;0.38902227026199043;0.39325380223993395;0.3894951643715818;0.3764457285693375;0.39099571827248253;0.39096664013924626
External Fragmentation (Horizontal);5;all; ;0.4419484426743684;0.44897127392784036;0.44019928849062434;0.4422463179390724;0.4376481572907093;0.4318385097664097;0.4328030802362239;0.4378648322923931;0.442459279497796;0.4340719347443065


External Fragmentation Per Link;1;<16-12>; ;0.34590093049689424;0.31294277111133173;0.3158530999390206;0.33753875811521694;0.34378179961163235;0.3222846402989622;0.31353109745732916;0.3319227628552077;0.35384993412234617;0.33698505072337676
External Fragmentation Per Link;1;<17-23>; ;0.24083947667810932;0.22768395777876563;0.23263369092707803;0.25708673774913565;0.22537580120666664;0.22467682564094085;0.23962535605461163;0.22231462312353292;0.23281298374651382;0.22071415147801135
External Fragmentation Per Link;1;<12-11>; ;0.23254340126012474;0.20853229599763343;0.20962719896078252;0.2308133338495431;0.2221152745317341;0.2257205528493143;0.22490603224930614;0.2256286669664142;0.22435465050768877;0.22840570177052252
External Fragmentation Per Link;1;<16-17>; ;0.22454111863276655;0.2287155740769714;0.20366049594658334;0.23390085863579352;0.22789052785631558;0.22212113536870742;0.22809410647946388;0.2158383453288587;0.21981719464747146;0.23858706397865015
External Fragmentation Per Link;1;<12-13>; ;0.2625526814228314;0.2710218826424854;0.267305102161522;0.2630355681855372;0.2531454259141849;0.26112988055033215;0.2688284235824949;0.2668262798728281;0.27916802246926953;0.26376583405046206
External Fragmentation Per Link;1;<16-15>; ;0.27772498878471247;0.2811998827700288;0.26421680780852363;0.265617843849335;0.2787232229101536;0.27231873322903793;0.26608787496651604;0.24824568380237486;0.26066772366917473;0.2722584646520294
External Fragmentation Per Link;1;<22-16>; ;0.4153583360878348;0.3918826904796972;0.37705167954015495;0.3831217029148488;0.408625880854226;0.3848310075824295;0.38762740278615426;0.40675403064427784;0.4157176335289733;0.40176875437522946
