Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
External Fragmentation (Vertical);1;all; ;0.2783312239914018;0.2851760454040402;0.27518351374821787;0.2827581998348653;0.27981019097500837;0.2737082960299754;0.2821373237224404;0.278728808324581;0.2814941488905635;0.28023056820727493
External Fragmentation (Vertical);2;all; ;0.3252115312435836;0.3229704708965701;0.3220097583430331;0.3213593433165961;0.3294296753740173;0.3158646187996069;0.3227797757166427;0.3201971040262084;0.32258604653770534;0.32842691157153664
External Fragmentation (Vertical);3;all; ;0.3669164669973814;0.3721357679058212;0.36844427170257965;0.3706562073596666;0.3779561898385001;0.37303916356772754;0.3671565771552927;0.3702086108029432;0.3679141268073759;0.3703098323774763
External Fragmentation (Vertical);4;all; ;0.4098287791054326;0.4246424079699791;0.4179574666578225;0.41155447912528037;0.42023200953090606;0.42085964162721107;0.424372748464013;0.4203280405990155;0.4230539526068;0.4188846240560939
External Fragmentation (Vertical);5;all; ;0.46342664490773416;0.45699602802162403;0.45642380922620845;0.45775480134859514;0.4614427006497908;0.4618343506703358;0.4591187380638052;0.4633151571989907;0.45796095497937006;0.46398450777188643


External Fragmentation (Horizontal);1;all; ;0.24362561558012677;0.2499144086864567;0.2378675603379697;0.24540557813603156;0.24346151980791733;0.23622176346805437;0.2458102221013491;0.240856690389162;0.24408414869321657;0.2436411846483835
External Fragmentation (Horizontal);2;all; ;0.2906512108969207;0.2872056464508858;0.2909660079825874;0.2881206154748608;0.29804729647373157;0.2801930486376956;0.2883904120912191;0.2873932042218317;0.28905202273473357;0.2967054717217401
External Fragmentation (Horizontal);3;all; ;0.33906961516238915;0.3435034252907109;0.3400859691057754;0.34296225404004027;0.3557659505790554;0.34685383027429567;0.33854506649323807;0.3410305264408144;0.33992759732835387;0.3431051399831959
External Fragmentation (Horizontal);4;all; ;0.3912148871074929;0.41211897585984514;0.39853618367519683;0.3923203949145686;0.4048868407547179;0.4032845142082354;0.41257885905329883;0.40759308060104854;0.4115210830076607;0.4029362343633033
External Fragmentation (Horizontal);5;all; ;0.4549900083487076;0.4468392893907018;0.44780115511712976;0.4514111441269041;0.46101223909390576;0.454165281226096;0.44492413886819654;0.4616018707620102;0.4521069421987992;0.4577816553388332


External Fragmentation Per Link;1;<16-12>; ;0.33019390190348097;0.3466432756822761;0.34055661864471437;0.3415550261703643;0.34642360625221486;0.3293857911469532;0.35594285525059083;0.33596647180318473;0.3588905249448405;0.3433500580648758
External Fragmentation Per Link;1;<17-23>; ;0.2665882872578847;0.26034441408580955;0.2557685424636338;0.26953021066592797;0.24852607163527585;0.2461857225586849;0.24560567538838385;0.25455910371128865;0.253355423388259;0.26990541326726486
External Fragmentation Per Link;1;<12-11>; ;0.2348436799357385;0.250646451936822;0.24593901480485278;0.23043284638121658;0.2356507245817493;0.23072075033181896;0.23479522629943209;0.2260955865034324;0.22705997145314305;0.23520748087291074
External Fragmentation Per Link;1;<16-17>; ;0.24389705441241089;0.2515613777144581;0.24787133937314193;0.2507241618712396;0.24695602113617077;0.24782780053887507;0.27103990844204645;0.2525767698166457;0.2600066529921146;0.2688153928898554
External Fragmentation Per Link;1;<12-13>; ;0.2777081198275205;0.28273914184309584;0.27516517938757606;0.2802580496557065;0.27184131294568187;0.2608385652038787;0.26472504207915754;0.2642755877993812;0.26783591804451173;0.28736336491536146
External Fragmentation Per Link;1;<16-15>; ;0.28228398990748865;0.29222593780734857;0.2776970483609739;0.29635830946161773;0.28891854991565113;0.2722047554944766;0.2951291567953289;0.27861298057279826;0.27434685450152474;0.28302327613048656
External Fragmentation Per Link;1;<22-16>; ;0.39936073550895784;0.4101323467657972;0.40881567809980907;0.40225315820671154;0.4044381872588887;0.388030594330893;0.4112535347310421;0.403679187147686;0.4149945587104404;0.4044582651755184
External Fragmentation Per Link;1;<22-17>; ;0.3038100762855749;0.305958698929509;0.2999355507571449;0.29640294577843246;0.2972781904506987;0.305788473359112;0.31759393591539664;0.29143844110632855;0.290895543155667;0.29220176688921673
External Fragmentation Per Link;1;<17-22>; ;0.30373199109301974;0.31149485597725846;0.29596666977929714;0.3038412820089327;0.3082353288501699;0.28094519101910365;0.30599932605038843;0.31732934674202845;0.3071560323416995;0.3172386184430583
