Metrics;LoadPoint;link;spectrum size (c); ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
Relative Fragmentation per spectrum size (c);1;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);1;all;2; ;0.02182177793282998;0.0214031331385878;0.02145656744082677;0.02191528079211729;0.02179858827347419;0.021272752168342037;0.021564728277372536;0.021828599928078635;0.021826007533173618;0.0216541114214097
Relative Fragmentation per spectrum size (c);1;all;3; ;0.04414886753666547;0.04388686613045896;0.04372199009654901;0.044430508609988775;0.044462824712856286;0.04338127112713057;0.04468341379552429;0.04423129780828085;0.044519381999166094;0.044313656127702376
Relative Fragmentation per spectrum size (c);1;all;5; ;0.08320488545637746;0.08288792193741609;0.0830774825852503;0.08427186722892228;0.08428777352486297;0.08195817306042393;0.08416433797091065;0.08347474898994564;0.0843434326726326;0.0833898001074017
Relative Fragmentation per spectrum size (c);2;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);2;all;2; ;0.025865261268199376;0.02522931800055509;0.025473367913938283;0.025451353853420833;0.02562534304602604;0.025542171948395462;0.02581523591330181;0.025599268017556978;0.025634290182575625;0.025962428654355805
Relative Fragmentation per spectrum size (c);2;all;3; ;0.05267579793266875;0.051683429128636854;0.05209611370918396;0.051318884238909214;0.052145926127001106;0.05203904044648278;0.052293221259350854;0.052167188252002006;0.0518764778187342;0.052860962034298124
Relative Fragmentation per spectrum size (c);2;all;5; ;0.0993782920026625;0.09707821578032144;0.09830682978268554;0.0966112385985016;0.09814327526541045;0.0978772033531421;0.0985362643839323;0.09840378913256376;0.09764349277063954;0.0994801555343807
Relative Fragmentation per spectrum size (c);3;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);3;all;2; ;0.03045096892452213;0.029955847760352934;0.030154933883928228;0.030379051780609716;0.03039743013172646;0.03005724191791547;0.030411126135100282;0.03036786168697944;0.030188427150696404;0.02998715980391465
Relative Fragmentation per spectrum size (c);3;all;3; ;0.06175960838605634;0.06070170755278486;0.06077721648470789;0.061047873342238136;0.06154636457058771;0.060918030573469235;0.06195328290048504;0.06094413419434373;0.06131604721480893;0.06022885633093026
Relative Fragmentation per spectrum size (c);3;all;5; ;0.1158230597500913;0.11433352298602133;0.11508733349783806;0.11493955478728365;0.11568013059744672;0.11454313840953967;0.11631994780619334;0.11480125371658512;0.11462864378973923;0.11352873156680714
Relative Fragmentation per spectrum size (c);4;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);4;all;2; ;0.03536990271226849;0.03607462893069966;0.035403855737470284;0.03514328440459121;0.03514135424934192;0.035305097941056074;0.03531243576198891;0.035165375251813076;0.03551930456245789;0.03569291632426551
Relative Fragmentation per spectrum size (c);4;all;3; ;0.07157884947870295;0.07267532236906436;0.07168866810400644;0.07102190829417336;0.07073142053879963;0.0712829870553533;0.07084077059903802;0.07077365963544727;0.07132439952724769;0.07212066973125682
Relative Fragmentation per spectrum size (c);4;all;5; ;0.13433432966000305;0.1362632054026484;0.13444416136022258;0.1341869453228862;0.13271612929322502;0.13416269998706218;0.13338784178767632;0.1329824515283998;0.13389735555467025;0.1354646995842681
Relative Fragmentation per spectrum size (c);5;all;1; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Relative Fragmentation per spectrum size (c);5;all;2; ;0.04120122243922245;0.042135495200190706;0.04203580107344775;0.041905011751067665;0.04177364952769664;0.041214628549907296;0.04147621608265621;0.04081779561832377;0.042135619762529775;0.04190242407728337
Relative Fragmentation per spectrum size (c);5;all;3; ;0.08273286453683436;0.08409688799069175;0.08421165580260388;0.08490639081195733;0.08407699802575315;0.08281035659547104;0.08383586873587916;0.08213389356649428;0.08439131230089264;0.08422974381743116
Relative Fragmentation per spectrum size (c);5;all;5; ;0.15507227996657597;0.1575976807904655;0.1579730921418391;0.15895036222327397;0.15805047668194208;0.1552688878951649;0.15715539406276155;0.15450657804696824;0.15819934521509973;0.1578656731801716


