Metrics;LoadPoint;link; ;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10
External Fragmentation (Vertical);1;all; ;0.2390319985045678;0.2401492880987968;0.24034842815633925;0.23536010491398793;0.23835148011322804;0.23798908408155464;0.23933645865074105;0.23789488038275394;0.23906560492185558;0.2383269769260724
External Fragmentation (Vertical);2;all; ;0.3192225874577256;0.3182369034565775;0.32206689243530573;0.32213842640086876;0.3163608849152792;0.31555154131248764;0.3138416550361545;0.31483168061865596;0.3167046033509564;0.3196386774181968
External Fragmentation (Vertical);3;all; ;0.40144516232519384;0.4041149335975783;0.40225827747958226;0.40028816071744255;0.39905596218739414;0.3962968693332154;0.3961112690790485;0.40387524821942195;0.3922793979245;0.401618356355973
External Fragmentation (Vertical);4;all; ;0.48055340221663345;0.47853095303777987;0.48665241224228334;0.4811373739465137;0.47878012342221615;0.48653720417730845;0.47626246162409486;0.485657539508845;0.47651168756695955;0.48518377195491497
External Fragmentation (Vertical);5;all; ;0.5490645521959916;0.5408400691071594;0.550399628206536;0.5494184750764761;0.5498850746645381;0.5474608452859071;0.5513094986664767;0.5545743572814615;0.5533302218042067;0.5416831865164897


External Fragmentation (Horizontal);1;all; ;0.17314909802205128;0.17572839546837188;0.17537623420158704;0.1714781231452166;0.17435029022167373;0.1738057562212825;0.17384132889652584;0.1740133266920526;0.17404801263989897;0.17381799962370897
External Fragmentation (Horizontal);2;all; ;0.24068270980802453;0.24248993093640098;0.245837872572298;0.24529143073771817;0.23811204883204254;0.23886923814975258;0.23488929069023104;0.2392254195478515;0.2393062169250016;0.24336406580119835
External Fragmentation (Horizontal);3;all; ;0.32219657354410286;0.3253383862553704;0.3189297493916323;0.3195720207522428;0.31773454846404725;0.3148358216924368;0.31838845091808193;0.32302168585345953;0.3104094486176246;0.32261437358121514
External Fragmentation (Horizontal);4;all; ;0.40751124424558355;0.4015750885954868;0.41293734727235637;0.4070550776569579;0.40483450178328684;0.4114002769321916;0.40241547157124696;0.40799603797533046;0.402322261506887;0.40882850097749907
External Fragmentation (Horizontal);5;all; ;0.4825043603711995;0.47507698918480873;0.4886083412977332;0.4827786078955887;0.4868773013838947;0.4825271192463904;0.48649027120684696;0.4911366536620755;0.4922488595942697;0.4720517310769289


